logged_at,symbol,kind,dimension,weight,score,live
2026-08-10,STARHEALTH,BUY CANDIDATE,smart_money,12.0,0.507,True
2026-08-10,STARHEALTH,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-10,STARHEALTH,BUY CANDIDATE,valuation_sanity,5.0,0.55,True
2026-08-10,SUPRIYA,BUY CANDIDATE,catalyst,10.0,0.0,True
2026-08-10,SUPRIYA,BUY CANDIDATE,earnings_inflection,20.0,0.557,True
2026-08-10,SUPRIYA,BUY CANDIDATE,financial_strength_trend,10.0,0.96,True
2026-08-10,SUPRIYA,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-10,SUPRIYA,BUY CANDIDATE,rs_and_stage,20.0,0.782,True
2026-08-10,SUPRIYA,BUY CANDIDATE,smart_money,12.0,0.567,True
2026-08-10,SUPRIYA,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-10,SUPRIYA,BUY CANDIDATE,valuation_sanity,5.0,0.7,True
2026-08-11,EPL,BUY CANDIDATE,catalyst,10.0,0.607,True
2026-08-11,EPL,BUY CANDIDATE,earnings_inflection,20.0,0.346,True
2026-08-11,EPL,BUY CANDIDATE,financial_strength_trend,10.0,0.669,True
2026-08-11,EPL,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-11,EPL,BUY CANDIDATE,rs_and_stage,20.0,0.838,True
2026-08-11,EPL,BUY CANDIDATE,smart_money,12.0,0.55,True
2026-08-11,EPL,BUY CANDIDATE,theme_tailwind,15.0,0.502,True
2026-08-11,EPL,BUY CANDIDATE,valuation_sanity,5.0,0.95,True
2026-08-11,FEDERALBNK,RE-ENTRY WINDOW,catalyst,10.0,0.429,True
2026-08-11,FEDERALBNK,RE-ENTRY WINDOW,earnings_inflection,20.0,0.743,True
2026-08-11,FEDERALBNK,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.849,True
2026-08-11,FEDERALBNK,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-11,FEDERALBNK,RE-ENTRY WINDOW,rs_and_stage,20.0,0.952,True
2026-08-11,FEDERALBNK,RE-ENTRY WINDOW,smart_money,12.0,0.565,True
2026-08-11,FEDERALBNK,RE-ENTRY WINDOW,theme_tailwind,15.0,0.3,True
2026-08-11,FEDERALBNK,RE-ENTRY WINDOW,valuation_sanity,5.0,0.7,True
2026-08-11,IPCALAB,BUY CANDIDATE,catalyst,10.0,0.03,True
2026-08-11,IPCALAB,BUY CANDIDATE,earnings_inflection,20.0,1.0,True
2026-08-11,IPCALAB,BUY CANDIDATE,financial_strength_trend,10.0,0.933,True
2026-08-11,IPCALAB,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-11,IPCALAB,BUY CANDIDATE,rs_and_stage,20.0,0.744,True
2026-08-11,IPCALAB,BUY CANDIDATE,smart_money,12.0,0.585,True
2026-08-11,IPCALAB,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-11,IPCALAB,BUY CANDIDATE,valuation_sanity,5.0,0.7,True
2026-08-11,KPIL,BUY CANDIDATE,catalyst,10.0,0.354,True
2026-08-11,KPIL,BUY CANDIDATE,earnings_inflection,20.0,0.892,True
2026-08-11,KPIL,BUY CANDIDATE,financial_strength_trend,10.0,0.637,True
2026-08-11,KPIL,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-11,KPIL,BUY CANDIDATE,rs_and_stage,20.0,0.878,True
2026-08-11,KPIL,BUY CANDIDATE,smart_money,12.0,0.493,True
2026-08-11,KPIL,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-11,KPIL,BUY CANDIDATE,valuation_sanity,5.0,0.95,True
2026-08-11,KRN,BUY TRIGGER,catalyst,10.0,0.025,True
2026-08-11,KRN,BUY TRIGGER,earnings_inflection,20.0,0.644,True
2026-08-11,KRN,BUY TRIGGER,financial_strength_trend,10.0,0.532,True
2026-08-11,KRN,BUY TRIGGER,governance,8.0,0.4,True
2026-08-11,KRN,BUY TRIGGER,rs_and_stage,20.0,0.979,True
2026-08-11,KRN,BUY TRIGGER,smart_money,12.0,0.991,True
2026-08-11,KRN,BUY TRIGGER,theme_tailwind,15.0,0.3,True
2026-08-11,KRN,BUY TRIGGER,valuation_sanity,5.0,0.05,True
2026-08-11,MCX,BUY CANDIDATE,catalyst,10.0,0.205,True
2026-08-11,MCX,BUY CANDIDATE,earnings_inflection,20.0,1.0,True
2026-08-11,MCX,BUY CANDIDATE,financial_strength_trend,10.0,1.0,True
2026-08-11,MCX,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-11,MCX,BUY CANDIDATE,rs_and_stage,20.0,0.8,True
2026-08-11,MCX,BUY CANDIDATE,smart_money,12.0,0.45,True
2026-08-11,MCX,BUY CANDIDATE,theme_tailwind,15.0,0.598,True
2026-08-11,MCX,BUY CANDIDATE,valuation_sanity,5.0,0.95,True
2026-08-11,TIPSMUSIC,BUY CANDIDATE,catalyst,10.0,0.305,True
2026-08-11,TIPSMUSIC,BUY CANDIDATE,earnings_inflection,20.0,0.446,True
2026-08-11,TIPSMUSIC,BUY CANDIDATE,financial_strength_trend,10.0,0.755,True
2026-08-11,TIPSMUSIC,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-11,TIPSMUSIC,BUY CANDIDATE,rs_and_stage,20.0,0.876,True
2026-08-11,TIPSMUSIC,BUY CANDIDATE,smart_money,12.0,0.513,True
2026-08-11,TIPSMUSIC,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-11,TIPSMUSIC,BUY CANDIDATE,valuation_sanity,5.0,0.7,True
2026-08-11,ZENTEC,BUY CANDIDATE,catalyst,10.0,0.886,True
2026-08-11,ZENTEC,BUY CANDIDATE,earnings_inflection,20.0,0.127,True
2026-08-11,ZENTEC,BUY CANDIDATE,financial_strength_trend,10.0,0.617,True
2026-08-11,ZENTEC,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-11,ZENTEC,BUY CANDIDATE,rs_and_stage,20.0,0.92,True
2026-08-11,ZENTEC,BUY CANDIDATE,smart_money,12.0,0.789,True
2026-08-11,ZENTEC,BUY CANDIDATE,theme_tailwind,15.0,0.777,True
2026-08-11,ZENTEC,BUY CANDIDATE,valuation_sanity,5.0,0.05,True
2026-08-12,DATAPATTNS,BUY CANDIDATE,catalyst,10.0,0.223,True
2026-08-12,DATAPATTNS,BUY CANDIDATE,earnings_inflection,20.0,0.384,True
2026-08-12,DATAPATTNS,BUY CANDIDATE,financial_strength_trend,10.0,0.62,True
2026-08-12,DATAPATTNS,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-12,DATAPATTNS,BUY CANDIDATE,rs_and_stage,20.0,0.98,True
2026-08-12,DATAPATTNS,BUY CANDIDATE,smart_money,12.0,0.815,True
2026-08-12,DATAPATTNS,BUY CANDIDATE,theme_tailwind,15.0,0.824,True
2026-08-12,DATAPATTNS,BUY CANDIDATE,valuation_sanity,5.0,0.05,True
2026-08-12,DCBBANK,BUY CANDIDATE,catalyst,10.0,0.431,True
2026-08-12,DCBBANK,BUY CANDIDATE,earnings_inflection,20.0,0.825,True
2026-08-12,DCBBANK,BUY CANDIDATE,financial_strength_trend,10.0,0.846,True
2026-08-12,DCBBANK,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-12,DCBBANK,BUY CANDIDATE,rs_and_stage,20.0,0.71,True
2026-08-12,DCBBANK,BUY CANDIDATE,smart_money,12.0,0.94,True
2026-08-12,DCBBANK,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-12,DCBBANK,BUY CANDIDATE,valuation_sanity,5.0,0.95,True
2026-08-12,MTARTECH,BUY CANDIDATE,catalyst,10.0,0.755,True
2026-08-12,MTARTECH,BUY CANDIDATE,earnings_inflection,20.0,0.887,True
2026-08-12,MTARTECH,BUY CANDIDATE,financial_strength_trend,10.0,0.497,True
2026-08-12,MTARTECH,BUY CANDIDATE,governance,8.0,0.4,True
2026-08-12,MTARTECH,BUY CANDIDATE,rs_and_stage,20.0,0.999,True
2026-08-12,MTARTECH,BUY CANDIDATE,smart_money,12.0,0.482,True
2026-08-12,MTARTECH,BUY CANDIDATE,theme_tailwind,15.0,0.824,True
2026-08-12,MTARTECH,BUY CANDIDATE,valuation_sanity,5.0,0.05,True
2026-08-12,QPOWER,BUY TRIGGER,catalyst,10.0,0.369,True
2026-08-12,QPOWER,BUY TRIGGER,earnings_inflection,20.0,0.854,True
2026-08-12,QPOWER,BUY TRIGGER,financial_strength_trend,10.0,0.541,True
2026-08-12,QPOWER,BUY TRIGGER,governance,8.0,0.7,True
2026-08-12,QPOWER,BUY TRIGGER,rs_and_stage,20.0,0.971,True
2026-08-12,QPOWER,BUY TRIGGER,smart_money,12.0,0.67,True
2026-08-12,QPOWER,BUY TRIGGER,theme_tailwind,15.0,0.3,True
2026-08-12,QPOWER,BUY TRIGGER,valuation_sanity,5.0,0.25,True
2026-08-12,RAIN,BUY CANDIDATE,catalyst,10.0,0.409,True
2026-08-12,RAIN,BUY CANDIDATE,earnings_inflection,20.0,0.925,True
2026-08-12,RAIN,BUY CANDIDATE,financial_strength_trend,10.0,0.4,True
2026-08-12,RAIN,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-12,RAIN,BUY CANDIDATE,rs_and_stage,20.0,0.77,True
2026-08-12,RAIN,BUY CANDIDATE,smart_money,12.0,0.085,True
2026-08-12,RAIN,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-12,RAIN,BUY CANDIDATE,valuation_sanity,5.0,0.55,True
2026-08-13,ANTHEM,RE-ENTRY WINDOW,catalyst,10.0,0.15,True
2026-08-13,ANTHEM,RE-ENTRY WINDOW,earnings_inflection,20.0,0.241,True
2026-08-13,ANTHEM,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.955,True
2026-08-13,ANTHEM,RE-ENTRY WINDOW,governance,8.0,0.4,True
2026-08-13,ANTHEM,RE-ENTRY WINDOW,rs_and_stage,20.0,0.755,True
2026-08-13,ANTHEM,RE-ENTRY WINDOW,smart_money,12.0,0.875,True
2026-08-13,ANTHEM,RE-ENTRY WINDOW,theme_tailwind,15.0,0.3,True
2026-08-13,ANTHEM,RE-ENTRY WINDOW,valuation_sanity,5.0,0.25,True
2026-08-13,APARINDS,RE-ENTRY WINDOW,catalyst,10.0,0.348,True
2026-08-13,APARINDS,RE-ENTRY WINDOW,earnings_inflection,20.0,0.955,True
2026-08-13,APARINDS,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.572,True
2026-08-13,APARINDS,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-13,APARINDS,RE-ENTRY WINDOW,rs_and_stage,20.0,0.835,True
2026-08-13,APARINDS,RE-ENTRY WINDOW,smart_money,12.0,0.682,True
2026-08-13,APARINDS,RE-ENTRY WINDOW,theme_tailwind,15.0,0.635,True
2026-08-13,APARINDS,RE-ENTRY WINDOW,valuation_sanity,5.0,0.45,True
2026-08-13,BELRISE,RE-ENTRY WINDOW,catalyst,10.0,0.238,True
2026-08-13,BELRISE,RE-ENTRY WINDOW,earnings_inflection,20.0,0.836,True
2026-08-13,BELRISE,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.823,True
2026-08-13,BELRISE,RE-ENTRY WINDOW,governance,8.0,0.4,True
2026-08-13,BELRISE,RE-ENTRY WINDOW,rs_and_stage,20.0,0.813,True
2026-08-13,BELRISE,RE-ENTRY WINDOW,smart_money,12.0,1.0,True
2026-08-13,BELRISE,RE-ENTRY WINDOW,theme_tailwind,15.0,0.607,True
2026-08-13,BELRISE,RE-ENTRY WINDOW,valuation_sanity,5.0,0.45,True
2026-08-13,CGCL,BUY CANDIDATE,catalyst,10.0,0.308,True
2026-08-13,CGCL,BUY CANDIDATE,earnings_inflection,20.0,1.0,True
2026-08-13,CGCL,BUY CANDIDATE,financial_strength_trend,10.0,0.829,True
2026-08-13,CGCL,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-13,CGCL,BUY CANDIDATE,rs_and_stage,20.0,0.76,True
2026-08-13,CGCL,BUY CANDIDATE,smart_money,12.0,0.516,True
2026-08-13,CGCL,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-13,CGCL,BUY CANDIDATE,valuation_sanity,5.0,0.95,True
2026-08-13,EDELWEISS,BUY CANDIDATE,catalyst,10.0,0.202,True
2026-08-13,EDELWEISS,BUY CANDIDATE,earnings_inflection,20.0,0.598,True
2026-08-13,EDELWEISS,BUY CANDIDATE,financial_strength_trend,10.0,0.317,True
2026-08-13,EDELWEISS,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-13,EDELWEISS,BUY CANDIDATE,rs_and_stage,20.0,0.736,True
2026-08-13,EDELWEISS,BUY CANDIDATE,smart_money,12.0,0.661,True
2026-08-13,EDELWEISS,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-13,EDELWEISS,BUY CANDIDATE,valuation_sanity,5.0,0.95,True
2026-08-13,GABRIEL,BUY CANDIDATE,catalyst,10.0,0.626,True
2026-08-13,GABRIEL,BUY CANDIDATE,earnings_inflection,20.0,0.506,True
2026-08-13,GABRIEL,BUY CANDIDATE,financial_strength_trend,10.0,0.731,True
2026-08-13,GABRIEL,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-13,GABRIEL,BUY CANDIDATE,rs_and_stage,20.0,0.803,True
2026-08-13,GABRIEL,BUY CANDIDATE,smart_money,12.0,0.372,True
2026-08-13,GABRIEL,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-13,GABRIEL,BUY CANDIDATE,valuation_sanity,5.0,0.25,True
2026-08-13,IFCI,BUY CANDIDATE,catalyst,10.0,0.09,True
2026-08-13,IFCI,BUY CANDIDATE,earnings_inflection,20.0,0.269,True
2026-08-13,IFCI,BUY CANDIDATE,financial_strength_trend,10.0,0.694,True
2026-08-13,IFCI,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-13,IFCI,BUY CANDIDATE,rs_and_stage,20.0,0.763,True
2026-08-13,IFCI,BUY CANDIDATE,smart_money,12.0,0.578,True
2026-08-13,IFCI,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-13,IFCI,BUY CANDIDATE,valuation_sanity,5.0,0.05,True
2026-08-13,KARURVYSYA,RE-ENTRY WINDOW,catalyst,10.0,0.292,True
2026-08-13,KARURVYSYA,RE-ENTRY WINDOW,earnings_inflection,20.0,0.89,True
2026-08-13,KARURVYSYA,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.923,True
2026-08-13,KARURVYSYA,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-13,KARURVYSYA,RE-ENTRY WINDOW,rs_and_stage,20.0,0.746,True
2026-08-13,KARURVYSYA,RE-ENTRY WINDOW,smart_money,12.0,0.822,True
2026-08-13,KARURVYSYA,RE-ENTRY WINDOW,theme_tailwind,15.0,0.3,True
2026-08-13,KARURVYSYA,RE-ENTRY WINDOW,valuation_sanity,5.0,0.95,True
2026-08-13,MARKSANS,RE-ENTRY WINDOW,catalyst,10.0,0.727,True
2026-08-13,MARKSANS,RE-ENTRY WINDOW,earnings_inflection,20.0,1.0,True
2026-08-13,MARKSANS,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.591,True
2026-08-13,MARKSANS,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-13,MARKSANS,RE-ENTRY WINDOW,rs_and_stage,20.0,0.815,True
2026-08-13,MARKSANS,RE-ENTRY WINDOW,smart_money,12.0,0.64,True
2026-08-13,MARKSANS,RE-ENTRY WINDOW,theme_tailwind,15.0,0.3,True
2026-08-13,MARKSANS,RE-ENTRY WINDOW,valuation_sanity,5.0,0.7,True
2026-08-13,METROPOLIS,BUY CANDIDATE,catalyst,10.0,0.457,True
2026-08-13,METROPOLIS,BUY CANDIDATE,earnings_inflection,20.0,0.853,True
2026-08-13,METROPOLIS,BUY CANDIDATE,financial_strength_trend,10.0,0.66,True
2026-08-13,METROPOLIS,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-13,METROPOLIS,BUY CANDIDATE,rs_and_stage,20.0,0.843,True
2026-08-13,METROPOLIS,BUY CANDIDATE,smart_money,12.0,0.556,True
2026-08-13,METROPOLIS,BUY CANDIDATE,theme_tailwind,15.0,0.689,True
2026-08-13,METROPOLIS,BUY CANDIDATE,valuation_sanity,5.0,0.45,True
2026-08-13,SHAILY,RE-ENTRY WINDOW,catalyst,10.0,0.209,True
2026-08-13,SHAILY,RE-ENTRY WINDOW,earnings_inflection,20.0,0.659,True
2026-08-13,SHAILY,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.693,True
2026-08-13,SHAILY,RE-ENTRY WINDOW,governance,8.0,0.4,True
2026-08-13,SHAILY,RE-ENTRY WINDOW,rs_and_stage,20.0,0.834,True
2026-08-13,SHAILY,RE-ENTRY WINDOW,smart_money,12.0,0.896,True
2026-08-13,SHAILY,RE-ENTRY WINDOW,theme_tailwind,15.0,0.3,True
2026-08-13,SHAILY,RE-ENTRY WINDOW,valuation_sanity,5.0,0.25,True
2026-08-13,TDPOWERSYS,RE-ENTRY WINDOW,catalyst,10.0,0.254,True
2026-08-13,TDPOWERSYS,RE-ENTRY WINDOW,earnings_inflection,20.0,0.944,True
2026-08-13,TDPOWERSYS,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.755,True
2026-08-13,TDPOWERSYS,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-13,TDPOWERSYS,RE-ENTRY WINDOW,rs_and_stage,20.0,0.844,True
2026-08-13,TDPOWERSYS,RE-ENTRY WINDOW,smart_money,12.0,0.521,True
2026-08-13,TDPOWERSYS,RE-ENTRY WINDOW,theme_tailwind,15.0,0.635,True
2026-08-13,TDPOWERSYS,RE-ENTRY WINDOW,valuation_sanity,5.0,0.25,True
2026-08-13,THELEELA,BUY CANDIDATE,catalyst,10.0,0.808,True
2026-08-13,THELEELA,BUY CANDIDATE,earnings_inflection,20.0,1.0,True
2026-08-13,THELEELA,BUY CANDIDATE,financial_strength_trend,10.0,0.825,True
2026-08-13,THELEELA,BUY CANDIDATE,governance,8.0,0.05,True
2026-08-13,THELEELA,BUY CANDIDATE,rs_and_stage,20.0,0.726,True
2026-08-13,THELEELA,BUY CANDIDATE,smart_money,12.0,0.499,True
2026-08-13,THELEELA,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-13,THELEELA,BUY CANDIDATE,valuation_sanity,5.0,0.95,True
2026-08-13,THYROCARE,RE-ENTRY WINDOW,catalyst,10.0,0.349,True
2026-08-13,THYROCARE,RE-ENTRY WINDOW,earnings_inflection,20.0,0.868,True
2026-08-13,THYROCARE,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.536,True
2026-08-13,THYROCARE,RE-ENTRY WINDOW,governance,8.0,0.0,True
2026-08-13,THYROCARE,RE-ENTRY WINDOW,rs_and_stage,20.0,0.796,True
2026-08-13,THYROCARE,RE-ENTRY WINDOW,smart_money,12.0,0.843,True
2026-08-13,THYROCARE,RE-ENTRY WINDOW,theme_tailwind,15.0,0.689,True
2026-08-13,THYROCARE,RE-ENTRY WINDOW,valuation_sanity,5.0,0.7,True
2026-08-13,UJJIVANSFB,RE-ENTRY WINDOW,catalyst,10.0,0.397,True
2026-08-13,UJJIVANSFB,RE-ENTRY WINDOW,earnings_inflection,20.0,0.887,True
2026-08-13,UJJIVANSFB,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.9,True
2026-08-13,UJJIVANSFB,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-13,UJJIVANSFB,RE-ENTRY WINDOW,rs_and_stage,20.0,0.772,True
2026-08-13,UJJIVANSFB,RE-ENTRY WINDOW,smart_money,12.0,0.665,True
2026-08-13,UJJIVANSFB,RE-ENTRY WINDOW,theme_tailwind,15.0,0.3,True
2026-08-13,UJJIVANSFB,RE-ENTRY WINDOW,valuation_sanity,5.0,0.55,True
2026-08-13,VIYASH,BUY CANDIDATE,catalyst,10.0,0.749,True
2026-08-13,VIYASH,BUY CANDIDATE,earnings_inflection,20.0,1.0,True
2026-08-13,VIYASH,BUY CANDIDATE,financial_strength_trend,10.0,0.655,True
2026-08-13,VIYASH,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-13,VIYASH,BUY CANDIDATE,rs_and_stage,20.0,0.787,True
2026-08-13,VIYASH,BUY CANDIDATE,smart_money,12.0,0.198,True
2026-08-13,VIYASH,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-13,VIYASH,BUY CANDIDATE,valuation_sanity,5.0,0.95,True
2026-08-14,AARTIIND,RE-ENTRY WINDOW,catalyst,10.0,0.81,True
2026-08-14,AARTIIND,RE-ENTRY WINDOW,earnings_inflection,20.0,0.925,True
2026-08-14,AARTIIND,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.399,True
2026-08-14,AARTIIND,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-14,AARTIIND,RE-ENTRY WINDOW,rs_and_stage,20.0,0.756,True
2026-08-14,AARTIIND,RE-ENTRY WINDOW,smart_money,12.0,0.835,True
2026-08-14,AARTIIND,RE-ENTRY WINDOW,theme_tailwind,15.0,0.567,True
2026-08-14,AARTIIND,RE-ENTRY WINDOW,valuation_sanity,5.0,0.55,True
2026-08-14,AKUMS,RE-ENTRY WINDOW,catalyst,10.0,0.409,True
2026-08-14,AKUMS,RE-ENTRY WINDOW,earnings_inflection,20.0,0.423,True
2026-08-14,AKUMS,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.947,True
2026-08-14,AKUMS,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-14,AKUMS,RE-ENTRY WINDOW,rs_and_stage,20.0,0.808,True
2026-08-14,AKUMS,RE-ENTRY WINDOW,smart_money,12.0,0.66,True
2026-08-14,AKUMS,RE-ENTRY WINDOW,theme_tailwind,15.0,0.3,True
2026-08-14,AKUMS,RE-ENTRY WINDOW,valuation_sanity,5.0,0.7,True
2026-08-14,AVL,BUY CANDIDATE,catalyst,10.0,0.206,True
2026-08-14,AVL,BUY CANDIDATE,earnings_inflection,20.0,0.88,True
2026-08-14,AVL,BUY CANDIDATE,financial_strength_trend,10.0,0.539,True
2026-08-14,AVL,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-14,AVL,BUY CANDIDATE,rs_and_stage,20.0,0.936,True
2026-08-14,AVL,BUY CANDIDATE,smart_money,12.0,0.55,True
2026-08-14,AVL,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-14,AVL,BUY CANDIDATE,valuation_sanity,5.0,0.45,True
2026-08-14,ELGIEQUIP,BUY CANDIDATE,catalyst,10.0,0.6,True
2026-08-14,ELGIEQUIP,BUY CANDIDATE,earnings_inflection,20.0,0.826,True
2026-08-14,ELGIEQUIP,BUY CANDIDATE,financial_strength_trend,10.0,0.696,True
2026-08-14,ELGIEQUIP,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-14,ELGIEQUIP,BUY CANDIDATE,rs_and_stage,20.0,0.726,True
2026-08-14,ELGIEQUIP,BUY CANDIDATE,smart_money,12.0,0.55,True
2026-08-14,ELGIEQUIP,BUY CANDIDATE,theme_tailwind,15.0,0.434,True
2026-08-14,ELGIEQUIP,BUY CANDIDATE,valuation_sanity,5.0,0.45,True
2026-08-14,ENTERO,RE-ENTRY WINDOW,catalyst,10.0,0.297,True
2026-08-14,ENTERO,RE-ENTRY WINDOW,earnings_inflection,20.0,0.745,True
2026-08-14,ENTERO,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.793,True
2026-08-14,ENTERO,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-14,ENTERO,RE-ENTRY WINDOW,rs_and_stage,20.0,0.73,True
2026-08-14,ENTERO,RE-ENTRY WINDOW,smart_money,12.0,0.55,True
2026-08-14,ENTERO,RE-ENTRY WINDOW,theme_tailwind,15.0,0.3,True
2026-08-14,ENTERO,RE-ENTRY WINDOW,valuation_sanity,5.0,0.95,True
2026-08-14,FINCABLES,RE-ENTRY WINDOW,catalyst,10.0,0.25,True
2026-08-14,FINCABLES,RE-ENTRY WINDOW,earnings_inflection,20.0,0.434,True
2026-08-14,FINCABLES,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.76,True
2026-08-14,FINCABLES,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-14,FINCABLES,RE-ENTRY WINDOW,rs_and_stage,20.0,0.809,True
2026-08-14,FINCABLES,RE-ENTRY WINDOW,smart_money,12.0,0.538,True
2026-08-14,FINCABLES,RE-ENTRY WINDOW,theme_tailwind,15.0,0.651,True
2026-08-14,FINCABLES,RE-ENTRY WINDOW,valuation_sanity,5.0,0.7,True
2026-08-14,LALPATHLAB,RE-ENTRY WINDOW,catalyst,10.0,0.189,True
2026-08-14,LALPATHLAB,RE-ENTRY WINDOW,earnings_inflection,20.0,0.433,True
2026-08-14,LALPATHLAB,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.879,True
2026-08-14,LALPATHLAB,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-14,LALPATHLAB,RE-ENTRY WINDOW,rs_and_stage,20.0,0.916,True
2026-08-14,LALPATHLAB,RE-ENTRY WINDOW,smart_money,12.0,0.55,True
2026-08-14,LALPATHLAB,RE-ENTRY WINDOW,theme_tailwind,15.0,0.668,True
2026-08-14,LALPATHLAB,RE-ENTRY WINDOW,valuation_sanity,5.0,0.7,True
2026-08-14,NAZARA,RE-ENTRY WINDOW,catalyst,10.0,0.712,True
2026-08-14,NAZARA,RE-ENTRY WINDOW,earnings_inflection,20.0,0.049,True
2026-08-14,NAZARA,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.544,True
2026-08-14,NAZARA,RE-ENTRY WINDOW,governance,8.0,0.05,True
2026-08-14,NAZARA,RE-ENTRY WINDOW,rs_and_stage,20.0,0.741,True
2026-08-14,NAZARA,RE-ENTRY WINDOW,smart_money,12.0,0.544,True
2026-08-14,NAZARA,RE-ENTRY WINDOW,theme_tailwind,15.0,0.3,True
2026-08-14,NAZARA,RE-ENTRY WINDOW,valuation_sanity,5.0,0.35,True
2026-08-14,RATEGAIN,BUY CANDIDATE,catalyst,10.0,0.322,True
2026-08-14,RATEGAIN,BUY CANDIDATE,earnings_inflection,20.0,0.71,True
2026-08-14,RATEGAIN,BUY CANDIDATE,financial_strength_trend,10.0,0.495,True
2026-08-14,RATEGAIN,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-14,RATEGAIN,BUY CANDIDATE,rs_and_stage,20.0,0.833,True
2026-08-14,RATEGAIN,BUY CANDIDATE,smart_money,12.0,0.469,True
2026-08-14,RATEGAIN,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-14,RATEGAIN,BUY CANDIDATE,valuation_sanity,5.0,0.95,True
2026-08-14,SHYAMMETL,BUY CANDIDATE,catalyst,10.0,0.624,True
2026-08-14,SHYAMMETL,BUY CANDIDATE,earnings_inflection,20.0,0.788,True
2026-08-14,SHYAMMETL,BUY CANDIDATE,financial_strength_trend,10.0,0.736,True
2026-08-14,SHYAMMETL,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-14,SHYAMMETL,BUY CANDIDATE,rs_and_stage,20.0,0.683,True
2026-08-14,SHYAMMETL,BUY CANDIDATE,smart_money,12.0,0.647,True
2026-08-14,SHYAMMETL,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-14,SHYAMMETL,BUY CANDIDATE,valuation_sanity,5.0,0.45,True
2026-08-14,WELSPUNLIV,BUY CANDIDATE,catalyst,10.0,0.473,True
2026-08-14,WELSPUNLIV,BUY CANDIDATE,earnings_inflection,20.0,0.44,True
2026-08-14,WELSPUNLIV,BUY CANDIDATE,financial_strength_trend,10.0,0.635,True
