logged_at,symbol,kind,dimension,weight,score,live
2026-07-31,BHEL,BUY CANDIDATE,governance,8.0,0.4,True
2026-07-31,BHEL,BUY CANDIDATE,rs_and_stage,20.0,0.973,True
2026-07-31,BHEL,BUY CANDIDATE,smart_money,12.0,1.0,True
2026-07-31,BHEL,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-07-31,BHEL,BUY CANDIDATE,valuation_sanity,5.0,0.7,True
2026-07-31,KIRLOSENG,BUY CANDIDATE,catalyst,10.0,0.0,True
2026-07-31,KIRLOSENG,BUY CANDIDATE,earnings_inflection,20.0,0.825,True
2026-07-31,KIRLOSENG,BUY CANDIDATE,financial_strength_trend,10.0,0.225,True
2026-07-31,KIRLOSENG,BUY CANDIDATE,governance,8.0,0.7,True
2026-07-31,KIRLOSENG,BUY CANDIDATE,rs_and_stage,20.0,0.994,True
2026-07-31,KIRLOSENG,BUY CANDIDATE,smart_money,12.0,0.665,True
2026-07-31,KIRLOSENG,BUY CANDIDATE,theme_tailwind,15.0,0.635,True
2026-07-31,KIRLOSENG,BUY CANDIDATE,valuation_sanity,5.0,0.45,True
2026-07-31,NETWEB,BUY CANDIDATE,catalyst,10.0,0.349,True
2026-07-31,NETWEB,BUY CANDIDATE,earnings_inflection,20.0,1.0,True
2026-07-31,NETWEB,BUY CANDIDATE,financial_strength_trend,10.0,0.516,True
2026-07-31,NETWEB,BUY CANDIDATE,governance,8.0,0.4,True
2026-07-31,NETWEB,BUY CANDIDATE,rs_and_stage,20.0,0.834,True
2026-07-31,NETWEB,BUY CANDIDATE,smart_money,12.0,0.632,True
2026-07-31,NETWEB,BUY CANDIDATE,theme_tailwind,15.0,0.714,True
2026-07-31,NETWEB,BUY CANDIDATE,valuation_sanity,5.0,0.05,True
2026-07-31,PNBHOUSING,BUY CANDIDATE,catalyst,10.0,0.09,True
2026-07-31,PNBHOUSING,BUY CANDIDATE,earnings_inflection,20.0,0.508,True
2026-07-31,PNBHOUSING,BUY CANDIDATE,financial_strength_trend,10.0,0.5,True
2026-07-31,PNBHOUSING,BUY CANDIDATE,governance,8.0,0.7,True
2026-07-31,PNBHOUSING,BUY CANDIDATE,rs_and_stage,20.0,0.714,True
2026-07-31,PNBHOUSING,BUY CANDIDATE,smart_money,12.0,1.0,True
2026-07-31,PNBHOUSING,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-07-31,PNBHOUSING,BUY CANDIDATE,valuation_sanity,5.0,0.95,True
2026-07-31,SCHNEIDER,BUY CANDIDATE,catalyst,10.0,0.072,True
2026-07-31,SCHNEIDER,BUY CANDIDATE,earnings_inflection,20.0,0.18,True
2026-07-31,SCHNEIDER,BUY CANDIDATE,financial_strength_trend,10.0,0.571,True
2026-07-31,SCHNEIDER,BUY CANDIDATE,governance,8.0,0.7,True
2026-07-31,SCHNEIDER,BUY CANDIDATE,rs_and_stage,20.0,0.838,True
2026-07-31,SCHNEIDER,BUY CANDIDATE,smart_money,12.0,0.785,True
2026-07-31,SCHNEIDER,BUY CANDIDATE,theme_tailwind,15.0,0.399,True
2026-07-31,SCHNEIDER,BUY CANDIDATE,valuation_sanity,5.0,0.05,True
2026-07-31,VOLTAMP,BUY CANDIDATE,catalyst,10.0,0.12,True
2026-07-31,VOLTAMP,BUY CANDIDATE,earnings_inflection,20.0,0.346,True
2026-07-31,VOLTAMP,BUY CANDIDATE,financial_strength_trend,10.0,0.76,True
2026-07-31,VOLTAMP,BUY CANDIDATE,governance,8.0,0.7,True
2026-07-31,VOLTAMP,BUY CANDIDATE,rs_and_stage,20.0,0.768,True
2026-07-31,VOLTAMP,BUY CANDIDATE,smart_money,12.0,0.973,True
2026-07-31,VOLTAMP,BUY CANDIDATE,theme_tailwind,15.0,0.399,True
2026-07-31,VOLTAMP,BUY CANDIDATE,valuation_sanity,5.0,0.45,True
2026-08-03,DYNAMATECH,BUY CANDIDATE,catalyst,10.0,0.188,True
2026-08-03,DYNAMATECH,BUY CANDIDATE,earnings_inflection,20.0,0.519,True
2026-08-03,DYNAMATECH,BUY CANDIDATE,financial_strength_trend,10.0,0.547,True
2026-08-03,DYNAMATECH,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-03,DYNAMATECH,BUY CANDIDATE,rs_and_stage,20.0,0.944,True
2026-08-03,DYNAMATECH,BUY CANDIDATE,smart_money,12.0,0.535,True
2026-08-03,DYNAMATECH,BUY CANDIDATE,theme_tailwind,15.0,0.612,True
2026-08-03,DYNAMATECH,BUY CANDIDATE,valuation_sanity,5.0,0.05,True
2026-08-03,EQUITASBNK,BUY CANDIDATE,catalyst,10.0,0.159,True
2026-08-03,EQUITASBNK,BUY CANDIDATE,earnings_inflection,20.0,0.925,True
2026-08-03,EQUITASBNK,BUY CANDIDATE,financial_strength_trend,10.0,0.61,True
2026-08-03,EQUITASBNK,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-03,EQUITASBNK,BUY CANDIDATE,rs_and_stage,20.0,0.705,True
2026-08-03,EQUITASBNK,BUY CANDIDATE,smart_money,12.0,0.752,True
2026-08-03,EQUITASBNK,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-03,EQUITASBNK,BUY CANDIDATE,valuation_sanity,5.0,0.55,True
2026-08-03,HFCL,BUY CANDIDATE,catalyst,10.0,1.0,True
2026-08-03,HFCL,BUY CANDIDATE,earnings_inflection,20.0,0.963,True
2026-08-03,HFCL,BUY CANDIDATE,financial_strength_trend,10.0,0.384,True
2026-08-03,HFCL,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-03,HFCL,BUY CANDIDATE,rs_and_stage,20.0,0.848,True
2026-08-03,HFCL,BUY CANDIDATE,smart_money,12.0,0.47,True
2026-08-03,HFCL,BUY CANDIDATE,theme_tailwind,15.0,0.728,True
2026-08-03,HFCL,BUY CANDIDATE,valuation_sanity,5.0,0.5,True
2026-08-03,MANAPPURAM,RE-ENTRY WINDOW,catalyst,10.0,0.177,True
2026-08-03,MANAPPURAM,RE-ENTRY WINDOW,earnings_inflection,20.0,0.392,True
2026-08-03,MANAPPURAM,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.805,True
2026-08-03,MANAPPURAM,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-03,MANAPPURAM,RE-ENTRY WINDOW,rs_and_stage,20.0,0.755,True
2026-08-03,MANAPPURAM,RE-ENTRY WINDOW,smart_money,12.0,0.67,True
2026-08-03,MANAPPURAM,RE-ENTRY WINDOW,theme_tailwind,15.0,0.3,True
2026-08-03,MANAPPURAM,RE-ENTRY WINDOW,valuation_sanity,5.0,0.55,True
2026-08-03,PHOENIXLTD,BUY CANDIDATE,catalyst,10.0,0.269,True
2026-08-03,PHOENIXLTD,BUY CANDIDATE,earnings_inflection,20.0,0.845,True
2026-08-03,PHOENIXLTD,BUY CANDIDATE,financial_strength_trend,10.0,0.572,True
2026-08-03,PHOENIXLTD,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-03,PHOENIXLTD,BUY CANDIDATE,rs_and_stage,20.0,0.732,True
2026-08-03,PHOENIXLTD,BUY CANDIDATE,smart_money,12.0,0.54,True
2026-08-03,PHOENIXLTD,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-03,PHOENIXLTD,BUY CANDIDATE,valuation_sanity,5.0,0.45,True
2026-08-04,ARVIND,BUY TRIGGER,catalyst,10.0,0.468,True
2026-08-04,ARVIND,BUY TRIGGER,earnings_inflection,20.0,0.667,True
2026-08-04,ARVIND,BUY TRIGGER,financial_strength_trend,10.0,0.651,True
2026-08-04,ARVIND,BUY TRIGGER,governance,8.0,0.7,True
2026-08-04,ARVIND,BUY TRIGGER,rs_and_stage,20.0,0.982,True
2026-08-04,ARVIND,BUY TRIGGER,smart_money,12.0,0.554,True
2026-08-04,ARVIND,BUY TRIGGER,theme_tailwind,15.0,0.574,True
2026-08-04,ARVIND,BUY TRIGGER,valuation_sanity,5.0,0.45,True
2026-08-04,GESHIP,BUY CANDIDATE,catalyst,10.0,0.073,True
2026-08-04,GESHIP,BUY CANDIDATE,earnings_inflection,20.0,0.925,True
2026-08-04,GESHIP,BUY CANDIDATE,financial_strength_trend,10.0,0.944,True
2026-08-04,GESHIP,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-04,GESHIP,BUY CANDIDATE,rs_and_stage,20.0,0.773,True
2026-08-04,GESHIP,BUY CANDIDATE,smart_money,12.0,0.45,True
2026-08-04,GESHIP,BUY CANDIDATE,theme_tailwind,15.0,0.327,True
2026-08-04,GESHIP,BUY CANDIDATE,valuation_sanity,5.0,0.55,True
2026-08-04,GODREJIND,BUY CANDIDATE,catalyst,10.0,0.381,True
2026-08-04,GODREJIND,BUY CANDIDATE,earnings_inflection,20.0,0.94,True
2026-08-04,GODREJIND,BUY CANDIDATE,financial_strength_trend,10.0,0.08,True
2026-08-04,GODREJIND,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-04,GODREJIND,BUY CANDIDATE,rs_and_stage,20.0,0.752,True
2026-08-04,GODREJIND,BUY CANDIDATE,smart_money,12.0,0.638,True
2026-08-04,GODREJIND,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-04,GODREJIND,BUY CANDIDATE,valuation_sanity,5.0,0.45,True
2026-08-04,JSWINFRA,BUY CANDIDATE,catalyst,10.0,0.299,True
2026-08-04,JSWINFRA,BUY CANDIDATE,earnings_inflection,20.0,0.259,True
2026-08-04,JSWINFRA,BUY CANDIDATE,financial_strength_trend,10.0,0.452,True
2026-08-04,JSWINFRA,BUY CANDIDATE,governance,8.0,0.4,True
2026-08-04,JSWINFRA,BUY CANDIDATE,rs_and_stage,20.0,0.719,True
2026-08-04,JSWINFRA,BUY CANDIDATE,smart_money,12.0,1.0,True
2026-08-04,JSWINFRA,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-04,JSWINFRA,BUY CANDIDATE,valuation_sanity,5.0,0.7,True
2026-08-04,RBA,EPISODIC PIVOT,catalyst,10.0,0.51,True
2026-08-04,RBA,EPISODIC PIVOT,earnings_inflection,20.0,0.64,True
2026-08-04,RBA,EPISODIC PIVOT,financial_strength_trend,10.0,0.22,True
2026-08-04,RBA,EPISODIC PIVOT,governance,8.0,0.4,True
2026-08-04,RBA,EPISODIC PIVOT,rs_and_stage,20.0,0.695,True
2026-08-04,RBA,EPISODIC PIVOT,smart_money,12.0,0.169,True
2026-08-04,RBA,EPISODIC PIVOT,theme_tailwind,15.0,0.3,True
2026-08-04,RBA,EPISODIC PIVOT,valuation_sanity,5.0,0.35,True
2026-08-04,SHRIPISTON,RE-ENTRY WINDOW,catalyst,10.0,0.12,True
2026-08-04,SHRIPISTON,RE-ENTRY WINDOW,earnings_inflection,20.0,0.521,True
2026-08-04,SHRIPISTON,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.379,True
2026-08-04,SHRIPISTON,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-04,SHRIPISTON,RE-ENTRY WINDOW,rs_and_stage,20.0,0.827,True
2026-08-04,SHRIPISTON,RE-ENTRY WINDOW,smart_money,12.0,0.53,True
2026-08-04,SHRIPISTON,RE-ENTRY WINDOW,theme_tailwind,15.0,0.3,True
2026-08-04,SHRIPISTON,RE-ENTRY WINDOW,valuation_sanity,5.0,0.7,True
2026-08-04,SKYGOLD,RE-ENTRY WINDOW,catalyst,10.0,0.0,True
2026-08-04,SKYGOLD,RE-ENTRY WINDOW,earnings_inflection,20.0,0.825,True
2026-08-04,SKYGOLD,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.268,True
2026-08-04,SKYGOLD,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-04,SKYGOLD,RE-ENTRY WINDOW,rs_and_stage,20.0,0.844,True
2026-08-04,SKYGOLD,RE-ENTRY WINDOW,smart_money,12.0,1.0,True
2026-08-04,SKYGOLD,RE-ENTRY WINDOW,theme_tailwind,15.0,0.3,True
2026-08-04,SKYGOLD,RE-ENTRY WINDOW,valuation_sanity,5.0,0.95,True
2026-08-04,STLTECH,BUY TRIGGER,catalyst,10.0,0.508,True
2026-08-04,STLTECH,BUY TRIGGER,earnings_inflection,20.0,0.925,True
2026-08-04,STLTECH,BUY TRIGGER,financial_strength_trend,10.0,0.731,True
2026-08-04,STLTECH,BUY TRIGGER,governance,8.0,0.4,True
2026-08-04,STLTECH,BUY TRIGGER,rs_and_stage,20.0,1.0,True
2026-08-04,STLTECH,BUY TRIGGER,smart_money,12.0,1.0,True
2026-08-04,STLTECH,BUY TRIGGER,theme_tailwind,15.0,0.819,True
2026-08-04,STLTECH,BUY TRIGGER,valuation_sanity,5.0,0.5,True
2026-08-05,BALRAMCHIN,RE-ENTRY WINDOW,catalyst,10.0,0.432,True
2026-08-05,BALRAMCHIN,RE-ENTRY WINDOW,earnings_inflection,20.0,0.215,True
2026-08-05,BALRAMCHIN,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.415,True
2026-08-05,BALRAMCHIN,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-05,BALRAMCHIN,RE-ENTRY WINDOW,rs_and_stage,20.0,0.782,True
2026-08-05,BALRAMCHIN,RE-ENTRY WINDOW,smart_money,12.0,0.51,True
2026-08-05,BALRAMCHIN,RE-ENTRY WINDOW,theme_tailwind,15.0,0.3,True
2026-08-05,BALRAMCHIN,RE-ENTRY WINDOW,valuation_sanity,5.0,0.45,True
2026-08-05,ENGINERSIN,BUY CANDIDATE,catalyst,10.0,0.372,True
2026-08-05,ENGINERSIN,BUY CANDIDATE,earnings_inflection,20.0,0.231,True
2026-08-05,ENGINERSIN,BUY CANDIDATE,financial_strength_trend,10.0,0.757,True
2026-08-05,ENGINERSIN,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-05,ENGINERSIN,BUY CANDIDATE,rs_and_stage,20.0,0.903,True
2026-08-05,ENGINERSIN,BUY CANDIDATE,smart_money,12.0,0.754,True
2026-08-05,ENGINERSIN,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-05,ENGINERSIN,BUY CANDIDATE,valuation_sanity,5.0,0.95,True
2026-08-05,FLUOROCHEM,RE-ENTRY WINDOW,catalyst,10.0,0.096,True
2026-08-05,FLUOROCHEM,RE-ENTRY WINDOW,earnings_inflection,20.0,0.315,True
2026-08-05,FLUOROCHEM,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.543,True
2026-08-05,FLUOROCHEM,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-05,FLUOROCHEM,RE-ENTRY WINDOW,rs_and_stage,20.0,0.794,True
2026-08-05,FLUOROCHEM,RE-ENTRY WINDOW,smart_money,12.0,0.554,True
2026-08-05,FLUOROCHEM,RE-ENTRY WINDOW,theme_tailwind,15.0,0.409,True
2026-08-05,FLUOROCHEM,RE-ENTRY WINDOW,valuation_sanity,5.0,0.25,True
2026-08-05,MINDACORP,BUY CANDIDATE,catalyst,10.0,0.092,True
2026-08-05,MINDACORP,BUY CANDIDATE,earnings_inflection,20.0,1.0,True
2026-08-05,MINDACORP,BUY CANDIDATE,financial_strength_trend,10.0,0.471,True
2026-08-05,MINDACORP,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-05,MINDACORP,BUY CANDIDATE,rs_and_stage,20.0,0.775,True
2026-08-05,MINDACORP,BUY CANDIDATE,smart_money,12.0,0.486,True
2026-08-05,MINDACORP,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-05,MINDACORP,BUY CANDIDATE,valuation_sanity,5.0,0.45,True
2026-08-05,QUESS,RE-ENTRY WINDOW,catalyst,10.0,0.329,True
2026-08-05,QUESS,RE-ENTRY WINDOW,earnings_inflection,20.0,0.799,True
2026-08-05,QUESS,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.931,True
2026-08-05,QUESS,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-05,QUESS,RE-ENTRY WINDOW,rs_and_stage,20.0,0.774,True
2026-08-05,QUESS,RE-ENTRY WINDOW,smart_money,12.0,0.497,True
2026-08-05,QUESS,RE-ENTRY WINDOW,theme_tailwind,15.0,0.3,True
2026-08-05,QUESS,RE-ENTRY WINDOW,valuation_sanity,5.0,0.45,True
2026-08-06,ABCAPITAL,RE-ENTRY WINDOW,catalyst,10.0,0.0,True
2026-08-06,ABCAPITAL,RE-ENTRY WINDOW,earnings_inflection,20.0,0.694,True
2026-08-06,ABCAPITAL,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.754,True
2026-08-06,ABCAPITAL,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-06,ABCAPITAL,RE-ENTRY WINDOW,rs_and_stage,20.0,0.79,True
2026-08-06,ABCAPITAL,RE-ENTRY WINDOW,smart_money,12.0,0.728,True
2026-08-06,ABCAPITAL,RE-ENTRY WINDOW,theme_tailwind,15.0,0.3,True
2026-08-06,ABCAPITAL,RE-ENTRY WINDOW,valuation_sanity,5.0,0.55,True
2026-08-06,AEGISLOG,RE-ENTRY WINDOW,catalyst,10.0,0.375,True
2026-08-06,AEGISLOG,RE-ENTRY WINDOW,earnings_inflection,20.0,0.886,True
2026-08-06,AEGISLOG,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.436,True
2026-08-06,AEGISLOG,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-06,AEGISLOG,RE-ENTRY WINDOW,rs_and_stage,20.0,0.836,True
2026-08-06,AEGISLOG,RE-ENTRY WINDOW,smart_money,12.0,0.456,True
2026-08-06,AEGISLOG,RE-ENTRY WINDOW,theme_tailwind,15.0,0.3,True
2026-08-06,AEGISLOG,RE-ENTRY WINDOW,valuation_sanity,5.0,0.45,True
2026-08-06,AIAENG,BUY CANDIDATE,catalyst,10.0,0.176,True
2026-08-06,AIAENG,BUY CANDIDATE,earnings_inflection,20.0,0.822,True
2026-08-06,AIAENG,BUY CANDIDATE,financial_strength_trend,10.0,0.96,True
2026-08-06,AIAENG,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-06,AIAENG,BUY CANDIDATE,rs_and_stage,20.0,0.766,True
2026-08-06,AIAENG,BUY CANDIDATE,smart_money,12.0,0.511,True
2026-08-06,AIAENG,BUY CANDIDATE,theme_tailwind,15.0,0.462,True
2026-08-06,AIAENG,BUY CANDIDATE,valuation_sanity,5.0,0.45,True
2026-08-06,BIOCON,BUY CANDIDATE,catalyst,10.0,0.79,True
2026-08-06,BIOCON,BUY CANDIDATE,earnings_inflection,20.0,0.72,True
2026-08-06,BIOCON,BUY CANDIDATE,financial_strength_trend,10.0,0.58,True
2026-08-06,BIOCON,BUY CANDIDATE,governance,8.0,0.4,True
2026-08-06,BIOCON,BUY CANDIDATE,rs_and_stage,20.0,0.71,True
2026-08-06,BIOCON,BUY CANDIDATE,smart_money,12.0,0.768,True
2026-08-06,BIOCON,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-06,BIOCON,BUY CANDIDATE,valuation_sanity,5.0,0.05,True
2026-08-06,NYKAA,RE-ENTRY WINDOW,catalyst,10.0,0.592,True
2026-08-06,NYKAA,RE-ENTRY WINDOW,earnings_inflection,20.0,1.0,True
2026-08-06,NYKAA,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.391,True
2026-08-06,NYKAA,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-06,NYKAA,RE-ENTRY WINDOW,rs_and_stage,20.0,0.803,True
2026-08-06,NYKAA,RE-ENTRY WINDOW,smart_money,12.0,0.497,True
2026-08-06,NYKAA,RE-ENTRY WINDOW,theme_tailwind,15.0,0.3,True
2026-08-06,NYKAA,RE-ENTRY WINDOW,valuation_sanity,5.0,0.5,True
2026-08-07,CARBORUNIV,BUY CANDIDATE,catalyst,10.0,0.259,True
2026-08-07,CARBORUNIV,BUY CANDIDATE,earnings_inflection,20.0,0.075,True
2026-08-07,CARBORUNIV,BUY CANDIDATE,financial_strength_trend,10.0,0.731,True
2026-08-07,CARBORUNIV,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-07,CARBORUNIV,BUY CANDIDATE,rs_and_stage,20.0,0.774,True
2026-08-07,CARBORUNIV,BUY CANDIDATE,smart_money,12.0,0.466,True
2026-08-07,CARBORUNIV,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-07,CARBORUNIV,BUY CANDIDATE,valuation_sanity,5.0,0.25,True
2026-08-07,CREDITACC,BUY CANDIDATE,catalyst,10.0,0.276,True
2026-08-07,CREDITACC,BUY CANDIDATE,earnings_inflection,20.0,0.887,True
2026-08-07,CREDITACC,BUY CANDIDATE,financial_strength_trend,10.0,0.874,True
2026-08-07,CREDITACC,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-07,CREDITACC,BUY CANDIDATE,rs_and_stage,20.0,0.736,True
2026-08-07,CREDITACC,BUY CANDIDATE,smart_money,12.0,0.511,True
2026-08-07,CREDITACC,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-07,CREDITACC,BUY CANDIDATE,valuation_sanity,5.0,0.55,True
2026-08-07,JSWENERGY,BUY CANDIDATE,catalyst,10.0,0.856,True
2026-08-07,JSWENERGY,BUY CANDIDATE,earnings_inflection,20.0,0.203,True
2026-08-07,JSWENERGY,BUY CANDIDATE,financial_strength_trend,10.0,0.22,True
2026-08-07,JSWENERGY,BUY CANDIDATE,governance,8.0,0.4,True
2026-08-07,JSWENERGY,BUY CANDIDATE,rs_and_stage,20.0,0.715,True
2026-08-07,JSWENERGY,BUY CANDIDATE,smart_money,12.0,0.645,True
2026-08-07,JSWENERGY,BUY CANDIDATE,theme_tailwind,15.0,0.416,True
2026-08-07,JSWENERGY,BUY CANDIDATE,valuation_sanity,5.0,0.45,True
2026-08-07,NAVINFLUOR,RE-ENTRY WINDOW,catalyst,10.0,0.582,True
2026-08-07,NAVINFLUOR,RE-ENTRY WINDOW,earnings_inflection,20.0,1.0,True
2026-08-07,NAVINFLUOR,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.675,True
2026-08-07,NAVINFLUOR,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-07,NAVINFLUOR,RE-ENTRY WINDOW,rs_and_stage,20.0,0.803,True
2026-08-07,NAVINFLUOR,RE-ENTRY WINDOW,smart_money,12.0,0.501,True
2026-08-07,NAVINFLUOR,RE-ENTRY WINDOW,theme_tailwind,15.0,0.39,True
2026-08-07,NAVINFLUOR,RE-ENTRY WINDOW,valuation_sanity,5.0,0.45,True
2026-08-07,TVSSCS,BUY CANDIDATE,catalyst,10.0,0.332,True
2026-08-07,TVSSCS,BUY CANDIDATE,earnings_inflection,20.0,0.76,True
2026-08-07,TVSSCS,BUY CANDIDATE,financial_strength_trend,10.0,0.397,True
2026-08-07,TVSSCS,BUY CANDIDATE,governance,8.0,0.05,True
2026-08-07,TVSSCS,BUY CANDIDATE,rs_and_stage,20.0,0.892,True
2026-08-07,TVSSCS,BUY CANDIDATE,smart_money,12.0,0.397,True
2026-08-07,TVSSCS,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-07,TVSSCS,BUY CANDIDATE,valuation_sanity,5.0,0.95,True
2026-08-10,AARTIPHARM,EPISODIC PIVOT,catalyst,10.0,0.184,True
2026-08-10,AARTIPHARM,EPISODIC PIVOT,earnings_inflection,20.0,0.417,True
2026-08-10,AARTIPHARM,EPISODIC PIVOT,financial_strength_trend,10.0,0.527,True
2026-08-10,AARTIPHARM,EPISODIC PIVOT,governance,8.0,0.7,True
2026-08-10,AARTIPHARM,EPISODIC PIVOT,rs_and_stage,20.0,0.341,True
2026-08-10,AARTIPHARM,EPISODIC PIVOT,smart_money,12.0,0.535,True
2026-08-10,AARTIPHARM,EPISODIC PIVOT,theme_tailwind,15.0,0.3,True
2026-08-10,AARTIPHARM,EPISODIC PIVOT,valuation_sanity,5.0,0.55,True
2026-08-10,LLOYDSME,RE-ENTRY WINDOW,catalyst,10.0,0.0,True
2026-08-10,LLOYDSME,RE-ENTRY WINDOW,earnings_inflection,20.0,1.0,True
2026-08-10,LLOYDSME,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.223,True
2026-08-10,LLOYDSME,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-10,LLOYDSME,RE-ENTRY WINDOW,rs_and_stage,20.0,0.82,True
2026-08-10,LLOYDSME,RE-ENTRY WINDOW,smart_money,12.0,0.469,True
2026-08-10,LLOYDSME,RE-ENTRY WINDOW,theme_tailwind,15.0,0.3,True
2026-08-10,LLOYDSME,RE-ENTRY WINDOW,valuation_sanity,5.0,0.95,True
2026-08-10,POWERINDIA,BUY CANDIDATE,catalyst,10.0,0.535,True
2026-08-10,POWERINDIA,BUY CANDIDATE,earnings_inflection,20.0,1.0,True
2026-08-10,POWERINDIA,BUY CANDIDATE,financial_strength_trend,10.0,0.955,True
2026-08-10,POWERINDIA,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-10,POWERINDIA,BUY CANDIDATE,rs_and_stage,20.0,0.834,True
2026-08-10,POWERINDIA,BUY CANDIDATE,smart_money,12.0,0.522,True
2026-08-10,POWERINDIA,BUY CANDIDATE,theme_tailwind,15.0,0.642,True
2026-08-10,POWERINDIA,BUY CANDIDATE,valuation_sanity,5.0,0.05,True
2026-08-10,RRKABEL,RE-ENTRY WINDOW,catalyst,10.0,0.465,True
2026-08-10,RRKABEL,RE-ENTRY WINDOW,earnings_inflection,20.0,1.0,True
2026-08-10,RRKABEL,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.925,True
2026-08-10,RRKABEL,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-10,RRKABEL,RE-ENTRY WINDOW,rs_and_stage,20.0,0.84,True
2026-08-10,RRKABEL,RE-ENTRY WINDOW,smart_money,12.0,0.488,True
2026-08-10,RRKABEL,RE-ENTRY WINDOW,theme_tailwind,15.0,0.642,True
2026-08-10,RRKABEL,RE-ENTRY WINDOW,valuation_sanity,5.0,0.7,True
2026-08-10,SAREGAMA,BUY CANDIDATE,catalyst,10.0,0.339,True
2026-08-10,SAREGAMA,BUY CANDIDATE,earnings_inflection,20.0,0.699,True
2026-08-10,SAREGAMA,BUY CANDIDATE,financial_strength_trend,10.0,0.609,True
2026-08-10,SAREGAMA,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-10,SAREGAMA,BUY CANDIDATE,rs_and_stage,20.0,0.798,True
2026-08-10,SAREGAMA,BUY CANDIDATE,smart_money,12.0,0.67,True
2026-08-10,SAREGAMA,BUY CANDIDATE,theme_tailwind,15.0,0.3,True
2026-08-10,SAREGAMA,BUY CANDIDATE,valuation_sanity,5.0,0.45,True
2026-08-10,SMLMAH,RE-ENTRY WINDOW,catalyst,10.0,0.483,True
2026-08-10,SMLMAH,RE-ENTRY WINDOW,earnings_inflection,20.0,0.333,True
2026-08-10,SMLMAH,RE-ENTRY WINDOW,financial_strength_trend,10.0,0.611,True
2026-08-10,SMLMAH,RE-ENTRY WINDOW,governance,8.0,0.7,True
2026-08-10,SMLMAH,RE-ENTRY WINDOW,rs_and_stage,20.0,0.807,True
2026-08-10,SMLMAH,RE-ENTRY WINDOW,smart_money,12.0,0.582,True
2026-08-10,SMLMAH,RE-ENTRY WINDOW,theme_tailwind,15.0,0.3,True
2026-08-10,SMLMAH,RE-ENTRY WINDOW,valuation_sanity,5.0,0.95,True
2026-08-10,STARHEALTH,BUY CANDIDATE,catalyst,10.0,0.405,True
2026-08-10,STARHEALTH,BUY CANDIDATE,earnings_inflection,20.0,0.568,True
2026-08-10,STARHEALTH,BUY CANDIDATE,financial_strength_trend,10.0,0.696,True
2026-08-10,STARHEALTH,BUY CANDIDATE,governance,8.0,0.7,True
2026-08-10,STARHEALTH,BUY CANDIDATE,rs_and_stage,20.0,0.75,True
