symbol,company,series,last_close,market_cap_cr,median_turnover_cr,median_trades,band_pct,gsm_stage,asm,exclude_reason,mcap_pending
GSS,GSS Infotech Limited,EQ,12.38,,0.033,175.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 175 trades/day median — one operator's book, not a market",False
BAGFILMS,B.A.G Films and Media Limited,EQ,4.42,,0.033,171.0,20.0,,,"price Rs4.42 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 171 trades/day median — one operator's book, not a market",False
TEAMGTY,Team India Guaranty Limited,EQ,240.33,,0.033,41.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 41 trades/day median — one operator's book, not a market",False
VALUE,,,16.17,,0.033,64.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 64 trades/day median — one operator's book, not a market",False
KEYFINSERV,Keynote Financial Services Limited,EQ,254.2,,0.033,54.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 54 trades/day median — one operator's book, not a market",False
ZENITHSTL,Zenith Steel Pipes & Industries Limited,EQ,5.37,,0.033,193.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 193 trades/day median — one operator's book, not a market",False
HYBRIDETF,,,10.19,,0.033,49.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 49 trades/day median — one operator's book, not a market",False
MKPL,M K Proteins Limited,EQ,4.13,,0.033,364.0,20.0,,,price Rs4.13 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh),False
RRIL,RRIL Limited,EQ,16.71,,0.032,129.0,20.0,,,"listed 130d ago — under a year of history, no trend to read; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 129 trades/day median — one operator's book, not a market",False
MALUPAPER,Malu Paper Mills Limited,EQ,32.04,,0.032,133.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 133 trades/day median — one operator's book, not a market",False
ODYCORP,Odyssey Corporation Limited,EQ,7.98,,0.032,109.0,20.0,,,"listed 11d ago — under a year of history, no trend to read; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 109 trades/day median — one operator's book, not a market",False
PANSARI,Pansari Developers Limited,EQ,306.55,,0.032,85.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 85 trades/day median — one operator's book, not a market",False
COUNCODOS,Country Condo's Limited,BE,6.07,,0.032,179.0,5.0,,,"series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 179 trades/day median — one operator's book, not a market",False
CFEL,Confidence Futuristic Energetech Limited,EQ,31.0,,0.032,77.5,20.0,,,"listed 11d ago — under a year of history, no trend to read; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 77 trades/day median — one operator's book, not a market",False
BANKA,Banka BioLoo Limited,EQ,79.2,,0.032,47.0,5.0,,,"5% circuit band — cannot exit on bad news; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 47 trades/day median — one operator's book, not a market",False
VGCL,Vibrant Global Capital Limited,EQ,57.75,,0.032,53.0,5.0,,,"5% circuit band — cannot exit on bad news; listed 11d ago — under a year of history, no trend to read; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 53 trades/day median — one operator's book, not a market",False
GILLANDERS,Gillanders Arbuthnot & Company Limited,EQ,106.38,,0.032,76.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 76 trades/day median — one operator's book, not a market",False
SINTERCOM,Sintercom India Limited,EQ,79.35,,0.032,66.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 66 trades/day median — one operator's book, not a market",False
VIVOBIOT,Vivo Bio Tech Limited,EQ,18.11,,0.032,125.0,20.0,,,"listed 11d ago — under a year of history, no trend to read; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 125 trades/day median — one operator's book, not a market",False
AKSHAR,Akshar Spintex Limited,EQ,0.42,,0.032,274.0,20.0,,,"price Rs0.42 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 274 trades/day median — one operator's book, not a market",False
MOHITIND,Mohit Industries Limited,EQ,24.69,,0.031,149.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 149 trades/day median — one operator's book, not a market",False
CONS,,,12.28,,0.031,130.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 130 trades/day median — one operator's book, not a market",False
KSR,KSR Footwear Limited,EQ,31.42,,0.031,115.0,10.0,,,"listed 274d ago — under a year of history, no trend to read; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 115 trades/day median — one operator's book, not a market",False
INFRA,,,12.13,,0.031,153.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 153 trades/day median — one operator's book, not a market",False
HPIL,Hindprakash Industries Limited,EQ,125.08,,0.031,49.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 49 trades/day median — one operator's book, not a market",False
HEXATRADEX,Hexa Tradex Limited,EQ,160.09,,0.031,68.0,10.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 68 trades/day median — one operator's book, not a market",False
OBCL,OBCL Limited,EQ,55.4,,0.03,51.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 51 trades/day median — one operator's book, not a market",False
SNXT30BEES,,,43.13,,0.03,66.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 66 trades/day median — one operator's book, not a market",False
MONEXT50,,,74.02,,0.03,67.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 67 trades/day median — one operator's book, not a market",False
MPDL,MPDL Limited,BE,35.62,,0.029,114.0,5.0,,,"series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; listed 11d ago — under a year of history, no trend to read; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 114 trades/day median — one operator's book, not a market; closed at circuit on 57% of sessions — a stop cannot fill in a locked market",False
AGRITECH,Agri-Tech (India) Limited,EQ,102.9,,0.029,100.5,5.0,,,"5% circuit band — cannot exit on bad news; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 100 trades/day median — one operator's book, not a market",False
CYBERMEDIA,Cyber Media (India) Limited,EQ,18.78,,0.029,81.5,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 81 trades/day median — one operator's book, not a market",False
BIMETAL,Bimetal Bearings Limited,EQ,648.5,,0.029,42.0,20.0,,,"listed 130d ago — under a year of history, no trend to read; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 42 trades/day median — one operator's book, not a market",False
ATLASCYCLE,Atlas Cycles (Haryana) Limited,EQ,96.11,,0.029,78.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 78 trades/day median — one operator's book, not a market",False
ORIENTALTL,Oriental Trimex Limited,EQ,5.01,,0.029,221.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 221 trades/day median — one operator's book, not a market",False
ABANSENT,Abans Enterprises Limited,EQ,27.99,,0.029,113.0,5.0,,,"5% circuit band — cannot exit on bad news; listed 130d ago — under a year of history, no trend to read; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 113 trades/day median — one operator's book, not a market; closed at circuit on 50% of sessions — a stop cannot fill in a locked market",False
SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,58.05,,0.029,67.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 67 trades/day median — one operator's book, not a market",False
HISARMETAL,Hisar Metal Industries Limited,EQ,155.96,,0.028,55.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 55 trades/day median — one operator's book, not a market",False
LIBAS,Libas Consumer Products Limited,EQ,10.46,,0.028,119.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 119 trades/day median — one operator's book, not a market",False
DIVIDEND,,,35.82,,0.028,60.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 60 trades/day median — one operator's book, not a market",False
RAJTV,Raj Television Network Limited,EQ,10.4,,0.028,116.0,5.0,,,"5% circuit band — cannot exit on bad news; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 116 trades/day median — one operator's book, not a market",False
SURAJLTD,Suraj Limited,EQ,209.89,,0.028,54.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 54 trades/day median — one operator's book, not a market",False
LCCINFOTEC,LCC Infotech Limited,EQ,3.68,,0.028,141.0,10.0,,,"price Rs3.68 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 141 trades/day median — one operator's book, not a market",False
LPDC,Landmark Property Development Company Limited,EQ,6.93,,0.028,182.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 182 trades/day median — one operator's book, not a market",False
SMLT,Sarthak Metals Limited,EQ,67.1,,0.028,141.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 141 trades/day median — one operator's book, not a market",False
BONLON,Bonlon Industries Limited,EQ,40.5,,0.027,111.0,10.0,,,"listed 189d ago — under a year of history, no trend to read; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 111 trades/day median — one operator's book, not a market",False
NOIDATOLL,Noida Toll Bridge Company Limited,EQ,4.2,,0.027,360.0,10.0,,,price Rs4.2 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh),False
NTCIND,NTC Industries Limited,EQ,133.47,,0.027,54.0,20.0,,,"listed 11d ago — under a year of history, no trend to read; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 54 trades/day median — one operator's book, not a market",False
GRANDOAK,Grand Oak Canyons Distillery Limited,EQ,36.69,,0.027,86.0,5.0,,ST Stage I,"ASM ST Stage I — surveillance: 100% margin, no intraday, no pledging; 5% circuit band — cannot exit on bad news; listed 130d ago — under a year of history, no trend to read; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 86 trades/day median — one operator's book, not a market",False
BANARBEADS,Banaras Beads Limited,EQ,115.53,,0.027,78.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 78 trades/day median — one operator's book, not a market",False
VCL,Vaxtex Cotfab Limited,BE,1.94,,0.027,126.0,5.0,,,"series BE (trade-to-trade / SME — not normal rolling settlement); 5% circuit band — cannot exit on bad news; price Rs1.94 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 126 trades/day median — one operator's book, not a market; closed at circuit on 22% of sessions — a stop cannot fill in a locked market",False
GROWWPSE,,,97.13,,0.027,45.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 45 trades/day median — one operator's book, not a market",False
KIRANVYPAR,Kiran Vyapar Limited,EQ,198.24,,0.027,34.0,20.0,,,"listed 130d ago — under a year of history, no trend to read; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 34 trades/day median — one operator's book, not a market",False
JAIPURKURT,Nandani Creation Limited,EQ,26.78,,0.027,76.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 76 trades/day median — one operator's book, not a market",False
DIGIDRIVE,Digidrive Distributors Limited,EQ,17.71,,0.027,134.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 134 trades/day median — one operator's book, not a market",False
ODIGMA,Odigma Consultancy Solutions Limited,EQ,23.0,,0.026,298.0,5.0,,,"5% circuit band — cannot exit on bad news; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 298 trades/day median — one operator's book, not a market",False
SPLIL,SPL Industries Limited,EQ,33.13,,0.026,73.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 73 trades/day median — one operator's book, not a market",False
KJMCFIN,KJMC Financial Services Limited,EQ,66.97,,0.026,54.0,10.0,,ST Stage I,"ASM ST Stage I — surveillance: 100% margin, no intraday, no pledging; listed 11d ago — under a year of history, no trend to read; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 54 trades/day median — one operator's book, not a market; closed at circuit on 40% of sessions — a stop cannot fill in a locked market",False
AMARJOTHI,Amarjothi Spinning Mills Limited,EQ,162.4,,0.026,44.5,20.0,,,"listed 11d ago — under a year of history, no trend to read; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 44 trades/day median — one operator's book, not a market",False
TGBHOTELS,TGB Banquets And Hotels Limited,EQ,9.4,,0.026,119.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 119 trades/day median — one operator's book, not a market",False
ANMOL,Anmol India Limited,EQ,10.05,,0.026,172.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 172 trades/day median — one operator's book, not a market",False
MODIRUBBER,Modi Rubber Limited,EQ,132.63,,0.026,77.0,20.0,,,"illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 77 trades/day median — one operator's book, not a market",False
EQUAL200,,,13.99,,0.026,49.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 49 trades/day median — one operator's book, not a market",False
NICCOPAR,Nicco Parks & Resorts Limited,EQ,87.04,,0.026,99.0,20.0,,,"listed 11d ago — under a year of history, no trend to read; illiquid: Rs3 lakh median daily turnover (floor Rs50 lakh); only 99 trades/day median — one operator's book, not a market",False
SUVIDHAA,Suvidhaa Infoserve Limited,EQ,2.29,,0.025,197.0,20.0,,,"price Rs2.29 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 197 trades/day median — one operator's book, not a market",False
ANIKINDS,Anik Industries Limited,EQ,46.06,,0.025,112.0,20.0,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 112 trades/day median — one operator's book, not a market",False
VINNY,Vinny Overseas Limited,EQ,1.05,,0.025,116.0,20.0,,,"price Rs1.05 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 116 trades/day median — one operator's book, not a market",False
LICNMID100,,,64.21,,0.025,73.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 73 trades/day median — one operator's book, not a market",False
ADROITINFO,Adroit Infotech Limited,EQ,10.44,,0.025,148.0,20.0,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 148 trades/day median — one operator's book, not a market",False
AKG,Akg Exim Limited,EQ,9.16,,0.025,142.0,20.0,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 142 trades/day median — one operator's book, not a market",False
KREBSBIO,Krebs Biochemicals and Industries Limited,EQ,59.17,,0.024,75.0,20.0,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 75 trades/day median — one operator's book, not a market",False
TOYAMSL,Toyam Sports Limited,EQ,0.63,,0.024,172.0,5.0,,,"5% circuit band — cannot exit on bad news; price Rs0.63 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); listed 11d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 172 trades/day median — one operator's book, not a market",False
LAKSHMIMIL,Lakshmi Mills Company Limited,EQ,8370.0,,0.024,22.0,20.0,,,"listed 11d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 22 trades/day median — one operator's book, not a market",False
VIRTUALG,Virtual Global Education Limited,EQ,0.53,,0.024,237.0,20.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; price Rs0.53 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); listed 11d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 237 trades/day median — one operator's book, not a market",False
SHILGRAVQ,Shilp Gravures Limited,EQ,170.07,,0.024,27.5,20.0,,,"listed 11d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 27 trades/day median — one operator's book, not a market",False
ISTLTD,I S T Limited,EQ,676.4,,0.024,51.5,20.0,,,"listed 11d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 51 trades/day median — one operator's book, not a market",False
ADVIKCA,Advik Capital Limited,EQ,1.19,,0.024,224.5,20.0,,,"price Rs1.19 below the Rs5 floor (tick size ~1% of price; the spread eats the edge); listed 11d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 224 trades/day median — one operator's book, not a market",False
AEPL,Artemis Electricals and Projects Limited,EQ,15.38,,0.024,169.0,20.0,,,"listed 169d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 169 trades/day median — one operator's book, not a market",False
BSLSENETFG,,,78.01,,0.023,111.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 111 trades/day median — one operator's book, not a market",False
NEXT30ADD,,,43.25,,0.023,65.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 65 trades/day median — one operator's book, not a market",False
SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,EQ,17.4,,0.023,116.0,20.0,0,,"GSM stage 0 — exchange surveillance, periodic call auction; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 116 trades/day median — one operator's book, not a market",False
AROGRANITE,Aro Granite Industries Limited,EQ,25.1,,0.023,86.0,20.0,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 86 trades/day median — one operator's book, not a market",False
MIDCAPBETA,,,238.13,,0.023,31.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 31 trades/day median — one operator's book, not a market",False
ZODIACLOTH,Zodiac Clothing Company Limited,EQ,73.19,,0.023,82.0,20.0,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 82 trades/day median — one operator's book, not a market",False
GANGESSECU,Ganges Securities Limited,EQ,116.81,,0.023,47.0,20.0,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 47 trades/day median — one operator's book, not a market",False
MOQUALITY,,,201.57,,0.023,26.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 26 trades/day median — one operator's book, not a market",False
HINDALUMI,Hind Aluminium Industries Limited,EQ,99.76,,0.023,76.5,20.0,,,"listed 11d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 76 trades/day median — one operator's book, not a market",False
LEXUS,Lexus Granito (India) Limited,EQ,13.03,,0.023,117.0,20.0,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 117 trades/day median — one operator's book, not a market",False
PREMCO,Premco Global Limited,EQ,381.2,,0.022,57.0,20.0,,,"listed 130d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 57 trades/day median — one operator's book, not a market",False
MOGSEC,,,65.11,,0.022,57.0,5.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); 5% circuit band — cannot exit on bad news; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 57 trades/day median — one operator's book, not a market",False
HAMPTON,Hampton Sky Realty Limited,EQ,8.03,,0.022,116.5,20.0,,,"listed 11d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 116 trades/day median — one operator's book, not a market",False
SAPPL,Shree Ajit Pulp & Paper Limited,EQ,286.45,,0.022,21.0,20.0,,,"listed 130d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 21 trades/day median — one operator's book, not a market",False
METROGLOBL,Metroglobal Limited,EQ,139.93,,0.022,67.0,20.0,,,"listed 130d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 67 trades/day median — one operator's book, not a market",False
LAHOTIOV,Lahoti Overseas Limited,EQ,40.71,,0.021,32.5,20.0,,,"listed 130d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 32 trades/day median — one operator's book, not a market",False
AHLEAST,Asian Hotels (East) Limited,EQ,139.32,,0.021,59.0,20.0,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 59 trades/day median — one operator's book, not a market",False
DELTAMAGNT,Delta Manufacturing Limited,EQ,57.55,,0.021,85.0,20.0,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 85 trades/day median — one operator's book, not a market",False
CHEMCRUX,Chemcrux Enterprises Limited,EQ,84.46,,0.021,70.5,20.0,,,"listed 11d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 70 trades/day median — one operator's book, not a market",False
SAMBHAAV,Sambhaav Media Limited,EQ,6.1,,0.021,96.0,20.0,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 96 trades/day median — one operator's book, not a market",False
SURYALA,Suryalata Spinning Mills Limited,EQ,378.6,,0.021,51.0,20.0,,,"listed 130d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 51 trades/day median — one operator's book, not a market",False
SNXT50BETA,,,96.24,,0.021,77.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 77 trades/day median — one operator's book, not a market",False
NEXT50ADD,,,74.47,,0.021,33.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 33 trades/day median — one operator's book, not a market",False
BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,EQ,32.93,,0.021,126.0,20.0,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 126 trades/day median — one operator's book, not a market",False
BOHRAIND,Bohra Industries Limited,EQ,12.64,,0.02,61.0,10.0,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 61 trades/day median — one operator's book, not a market",False
ARVEE,Arvee Laboratories (India) Limited,EQ,169.0,,0.02,60.0,20.0,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 60 trades/day median — one operator's book, not a market",False
MOINFRA,,,59.36,,0.02,71.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 71 trades/day median — one operator's book, not a market",False
GROWWMC150,,,237.13,,0.02,39.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 39 trades/day median — one operator's book, not a market",False
LASA,Lasa Supergenerics Limited,EQ,6.99,,0.019,148.0,20.0,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 148 trades/day median — one operator's book, not a market",False
GSEC5IETF,,,66.2,,0.019,30.0,5.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); 5% circuit band — cannot exit on bad news; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 30 trades/day median — one operator's book, not a market",False
AUSTENG,Austin Engineering Company  Limited,EQ,123.28,,0.019,52.5,20.0,,,"listed 11d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 52 trades/day median — one operator's book, not a market",False
BNKETFAXIS,,,593.78,,0.019,24.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 24 trades/day median — one operator's book, not a market",False
ABMKNO,ABM Knowledgeware Limited,EQ,193.39,,0.019,30.0,20.0,,,"listed 130d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 30 trades/day median — one operator's book, not a market",False
SIEL,Superior Industrial Enterprises Limited,EQ,32.78,,0.019,57.5,5.0,,LT Stage I,"ASM LT Stage I — surveillance: 100% margin, no intraday, no pledging; 5% circuit band — cannot exit on bad news; listed 11d ago — under a year of history, no trend to read; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 57 trades/day median — one operator's book, not a market; closed at circuit on 100% of sessions — a stop cannot fill in a locked market",False
LAXMICOT,Laxmi Cotspin Limited,EQ,13.42,,0.019,107.0,20.0,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 107 trades/day median — one operator's book, not a market",False
WIPL,The Western India Plywoods Limited,EQ,167.89,,0.019,25.0,20.0,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 25 trades/day median — one operator's book, not a market",False
HBSL,HB Stockholdings Limited,EQ,52.55,,0.019,72.5,10.0,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 72 trades/day median — one operator's book, not a market",False
BALKRISHNA,Balkrishna Paper Mills Limited,EQ,16.89,,0.018,66.0,20.0,0,,"GSM stage 0 — exchange surveillance, periodic call auction; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 66 trades/day median — one operator's book, not a market",False
SALONA,Salona Cotspin Limited,EQ,272.99,,0.018,52.0,20.0,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 52 trades/day median — one operator's book, not a market",False
CCHHL,Country Club Hospitality & Holidays Limited,EQ,12.89,,0.018,110.0,20.0,,,"illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 110 trades/day median — one operator's book, not a market",False
SENSEXAXIS,,,79.96,,0.018,68.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 68 trades/day median — one operator's book, not a market",False
REGENCERAM,Regency Ceramics Limited,EQ,33.0,,0.018,89.0,20.0,0,,"GSM stage 0 — exchange surveillance, periodic call auction; illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 89 trades/day median — one operator's book, not a market",False
PVTBANK,,,27.77,,0.018,21.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 21 trades/day median — one operator's book, not a market",False
MOMGF,,,165.12,,0.018,30.0,20.0,,,"not in the NSE equity master (ETF / REIT / InvIT — not a company); illiquid: Rs2 lakh median daily turnover (floor Rs50 lakh); only 30 trades/day median — one operator's book, not a market",False
