symbol,company,score,coverage_pct,vetoed,assessed,veto_reasons,archetypes,arm,close,tag,rs_pctile,tt_checks,pct_below_52w_high,run_3m_pct,vol_expansion,ep,market_cap_cr,median_turnover_cr,median_trades,band_pct,circuit_frac,in_index_universe,atr,stop_suggested,stop_basis,risk_flags,tier,rank
MASTERTR,Master Trust Limited,47.0,100.0,False,True,,,price,89.16000366210938,WATCH,27.1,3,45.8,18.8,0.45,False,1011.0,1.639,1281.0,20.0,0.0,False,3.9,79.41,2.5xATR (11% wide),,0,102
DECCANCE,Deccan Cements Limited,47.0,100.0,False,True,,Hyper-growth,mcap,569.75,BROKEN,5.0,1,51.1,-1.3,1.28,False,796.0,0.988,616.0,20.0,0.0,False,17.17,526.83,2.5xATR (8% wide),,0,103
PRIMESECU,Prime Securities Limited,46.5,100.0,False,True,,,mcap,284.5,WATCH,67.8,4,12.5,-3.2,1.16,False,978.0,0.703,447.0,20.0,0.0,False,9.32,261.2,2.5xATR (8% wide),,0,104
VIKRAN,Vikran Engineering Limited,46.4,100.0,False,True,,Hyper-growth,price,60.77000045776367,YOUNG,,0,48.7,-15.2,0.45,False,1540.0,6.784,5764.0,20.0,0.0,False,1.94,55.92,2.5xATR (8% wide),,0,105
IRIS,IRIS RegTech Solutions Limited,46.4,100.0,False,True,,Deleveraging,mcap,265.9200134277344,WATCH,44.2,4,31.5,11.9,0.87,False,510.0,0.635,819.0,20.0,0.0,False,11.85,236.3,2.5xATR (11% wide),,0,106
SALZERELEC,Salzer Electronics Limited,46.3,100.0,False,True,,,mcap,549.7000122070312,BROKEN,17.6,0,42.3,-14.9,0.81,False,997.0,2.648,2329.0,20.0,0.0,False,14.13,514.38,2.5xATR (6% wide),,0,107
SGIL,Synergy Green Industries Limited,46.0,100.0,False,True,,Momentum,mcap,606.2000122070312,CONFIRMED,75.4,8,4.3,8.9,0.97,False,960.0,0.549,326.0,20.0,0.0,False,21.03,553.63,2.5xATR (9% wide),,0,108
ARIHANTCAP,Arihant Capital Markets Limited,45.7,100.0,False,True,,,price+mcap,79.69000244140625,WATCH,41.2,4,33.6,22.8,0.68,False,857.0,1.075,1446.0,20.0,0.0,False,2.96,72.29,2.5xATR (9% wide),promoter sold 2.1 pts in 4 quarters,0,109
AXITA,Axita Cotton Limited,45.7,100.0,False,True,,,price+mcap,8.010000228881836,BROKEN,49.7,2,34.3,3.1,1.82,False,307.0,0.524,1013.0,20.0,0.0,False,0.31,7.24,2.5xATR (10% wide),Rs8.0 share price — the tick alone is 0.1% of the price,0,110
REPRO,Repro India Limited,45.5,100.0,False,True,,Turnaround (unconfirmed),mcap,319.45001220703125,BROKEN,13.1,0,45.9,-11.2,1.08,False,444.0,0.532,707.0,20.0,0.0,False,12.42,288.4,2.5xATR (10% wide),,0,111
KUANTUM,Kuantum Papers Limited,45.2,100.0,False,True,,,price+mcap,74.18000030517578,BROKEN,16.1,0,38.8,0.4,1.55,False,623.0,1.229,1490.0,20.0,0.0,False,2.61,67.66,2.5xATR (9% wide),,0,112
DELTACORP,Delta Corp Limited,45.1,100.0,False,True,,,price,56.119998931884766,BROKEN,22.9,0,40.7,-14.1,0.22,False,1565.0,4.238,3902.0,20.0,0.0,False,1.76,51.72,2.5xATR (8% wide),,0,113
MEDICAMEQ,Medicamen Biotech Limited,44.7,100.0,False,True,,Hyper-growth,mcap,270.25,WATCH,28.1,2,39.6,12.7,1.42,False,372.0,0.574,726.0,20.0,0.0,False,14.26,234.6,2.5xATR (13% wide),,0,114
GENCON,Generic Engineering Construction and Projects Limited,44.5,100.0,False,True,,,price+mcap,44.630001068115234,WATCH,65.8,4,25.6,15.0,1.32,False,269.0,1.161,1199.0,20.0,0.0,False,2.92,37.33,2.5xATR (16% wide),,0,115
ELIN,Elin Electronics Limited,44.4,100.0,False,True,,Deleveraging,price+mcap,95.4000015258789,BROKEN,2.0,0,59.2,-11.2,0.86,False,485.0,1.887,2175.0,20.0,0.0,False,3.72,86.1,2.5xATR (10% wide),,0,116
SWELECTES,Swelect Energy Systems Limited,44.3,100.0,False,True,,,mcap,572.5,WATCH,50.8,1,41.4,-11.9,1.19,False,918.0,1.696,1444.0,20.0,0.0,False,19.08,524.8,2.5xATR (8% wide),,0,117
DOLATALGO,Dolat Algotech Limited,44.2,100.0,False,True,,,price,70.91000366210938,BROKEN,38.2,0,26.0,-3.9,1.23,False,1279.0,1.061,1401.0,20.0,0.0,False,2.67,64.24,2.5xATR (9% wide),,0,118
LIKHITHA,Likhitha Infrastructure Limited,44.2,100.0,False,True,,,mcap,204.8000030517578,BROKEN,78.4,5,24.7,-9.8,1.09,False,826.0,0.803,828.0,20.0,0.0,False,7.88,185.1,2.5xATR (10% wide),,0,119
HATHWAY,Hathway Cable & Datacom Limited,43.3,100.0,False,True,,,price,10.520000457763672,BROKEN,35.7,0,31.0,-2.8,0.59,False,1878.0,1.419,2073.0,20.0,0.0,False,0.24,9.92,2.5xATR (6% wide),,0,120
SPIC,Southern Petrochemicals Industries Corporation  Limited,42.6,100.0,False,True,,,price,71.27999877929688,WATCH,38.7,3,44.4,3.5,1.02,False,1386.0,2.184,2404.0,20.0,0.0,False,1.88,66.58,2.5xATR (7% wide),,0,121
TERASOFT,Tera Software Limited,42.1,100.0,False,True,,Hyper-growth,mcap,283.3999938964844,BROKEN,31.7,0,52.6,-36.8,1.12,False,373.0,0.9,1174.0,20.0,0.0,False,20.12,233.1,2.5xATR (18% wide),no institutional holder — nothing independent has verified these accounts,0,122
CONTROLPR,Control Print Limited,41.6,100.0,False,True,,,mcap,593.3499755859375,BROKEN,26.6,0,34.0,-1.0,0.28,False,949.0,1.132,2127.0,20.0,0.0,False,17.76,548.95,2.5xATR (7% wide),,0,123
ADSL,Allied Digital Services Limited,41.0,100.0,False,True,,,mcap,104.12999725341795,BROKEN,22.1,0,50.3,-12.6,0.2,False,611.0,0.919,1763.0,20.0,0.0,False,2.99,96.65,2.5xATR (7% wide),,0,124
UNIECOM,Unicommerce Esolutions Limited,40.4,100.0,False,True,,Hyper-growth,price,87.62000274658203,BROKEN,12.6,1,43.8,2.6,0.57,False,1011.0,1.847,2434.0,20.0,0.0,False,3.38,79.17,2.5xATR (10% wide),,0,125
KELLTONTEC,Kellton Tech Solutions Limited,40.2,100.0,False,True,,,price+mcap,13.869999885559082,BROKEN,3.0,0,50.7,-8.7,1.66,False,761.0,1.894,3206.0,20.0,0.0,False,0.68,12.17,2.5xATR (12% wide),promoter sold 3.1 pts in 4 quarters,0,126
MINDTECK,Mindteck (India) Limited,40.2,100.0,False,True,,Deleveraging,mcap,168.80999755859375,BROKEN,25.6,0,45.1,-19.6,0.37,False,562.0,0.501,942.0,20.0,0.0,False,5.46,155.16,2.5xATR (8% wide),,0,127
DIGITIDE,Digitide Solutions Limited,39.9,100.0,False,True,,,price,97.01000213623048,WATCH,19.6,2,53.7,14.8,0.17,False,1460.0,2.464,2617.0,20.0,0.0,False,3.65,87.89,2.5xATR (9% wide),,0,128
HIMATSEIDE,Himatsingka Seide Limited,39.8,100.0,False,True,,,price+mcap,71.51000213623047,BROKEN,4.0,0,46.9,-7.0,0.48,False,876.0,3.12,3313.0,20.0,0.0,False,2.07,66.34,2.5xATR (7% wide),,0,129
RTNINDIA,RattanIndia Enterprises Limited,39.7,100.0,False,True,,,price,27.81999969482422,BROKEN,18.8,0,56.5,-25.6,0.64,False,4154.0,3.708,4394.0,20.0,0.0,True,0.9,25.57,2.5xATR (8% wide),,0,130
CENTRUM,Centrum Capital Limited,39.5,100.0,False,True,,,price,22.549999237060547,BROKEN,21.6,0,41.4,3.6,0.53,False,1119.0,0.898,797.0,20.0,0.0,False,0.81,20.52,2.5xATR (9% wide),,0,131
HERANBA,Heranba Industries Limited,39.4,100.0,False,True,,,mcap,173.8300018310547,BROKEN,7.0,0,51.5,-4.1,1.06,False,686.0,0.558,1125.0,20.0,0.0,False,7.2,155.83,2.5xATR (10% wide),,0,132
CEWATER,Concord Enviro Systems Limited,38.8,100.0,False,True,,,mcap,262.54998779296875,BROKEN,10.6,0,52.8,1.7,0.72,False,522.0,2.521,2754.0,20.0,0.0,False,11.44,233.95,2.5xATR (11% wide),,0,133
SDBL,Som Distilleries & Breweries Limited,38.1,100.0,False,True,,,price,74.0,BROKEN,15.6,1,48.1,-0.5,0.48,False,1512.0,3.362,3528.0,20.0,0.0,False,1.88,69.3,2.5xATR (6% wide),,0,134
PFS,PTC India Financial Services Limited,37.6,100.0,False,True,,,price,26.940000534057617,BROKEN,24.1,0,33.5,-14.3,0.67,False,1739.0,1.228,2226.0,20.0,0.0,False,0.67,25.27,2.5xATR (6% wide),,0,135
SAURASHCEM,Saurashtra Cement Limited,36.5,100.0,False,True,,,price+mcap,57.61000061035156,BROKEN,11.1,0,54.0,-1.1,0.39,False,622.0,0.652,1206.0,20.0,0.0,False,1.92,52.81,2.5xATR (8% wide),,0,136
KOTHARIPET,Kothari Petrochemicals Limited,36.2,100.0,False,True,,,mcap,130.55999755859375,WATCH,61.3,5,25.0,11.1,0.68,False,797.0,0.868,1381.0,20.0,0.0,False,4.28,119.86,2.5xATR (8% wide),,0,137
AGARIND,Agarwal Industrial Corporation Limited,35.7,100.0,False,True,,,mcap,450.7999877929688,BROKEN,10.1,0,55.2,-5.9,0.17,False,706.0,1.484,1573.0,20.0,0.0,False,14.51,414.52,2.5xATR (8% wide),,0,138
DCW,DCW Limited,32.6,90.0,False,True,,,price,45.97999954223633,BROKEN,25.1,0,40.9,-2.9,0.98,False,1345.0,4.555,4237.0,20.0,0.0,False,1.76,41.58,2.5xATR (10% wide),,0,139
VASCONEQ,Vascon Engineers Limited,31.8,100.0,False,True,,,price+mcap,30.46999931335449,BROKEN,9.5,0,59.2,-3.3,1.41,False,707.0,0.793,1287.0,20.0,0.0,False,0.95,28.09,2.5xATR (8% wide),,0,140
URJA,Urja Global Limited,25.8,100.0,False,True,,,price+mcap,9.18000030517578,BROKEN,35.2,0,36.5,-13.1,0.48,False,480.0,0.583,1984.0,20.0,0.0,False,0.23,8.61,2.5xATR (6% wide),Rs9.2 share price — the tick alone is 0.1% of the price | promoter sold 1.3 pts in 4 quarters,0,141
MOTISONS,Motisons Jewellers Limited,25.0,100.0,True,True,share capital up 54% in 3 years — serial issuance dilutes every rupee of future earnings,Deleveraging,price,16.479999542236328,WATCH,56.3,6,19.4,37.0,2.11,False,1848.0,44.71,23242.0,20.0,0.0,False,0.92,14.18,2.5xATR (14% wide),promoter sold 8.9 pts in 4 quarters,2,142
ASIANTILES,Asian Granito India Limited,25.0,100.0,True,True,share capital up 133% in 3 years — serial issuance dilutes every rupee of future earnings,,price,50.2599983215332,BROKEN,13.8,0,36.4,-13.7,0.73,False,1484.0,27.893,13728.0,10.0,0.0,False,2.11,44.98,2.5xATR (10% wide),,2,143
JTLIND,JTL INDUSTRIES LIMITED,25.0,100.0,True,True,share capital up 129% in 3 years — serial issuance dilutes every rupee of future earnings,Momentum,price,91.66999816894533,CONFIRMED,93.0,8,2.5,23.2,1.27,False,3415.0,21.25,13537.0,20.0,0.0,False,4.1,81.42,2.5xATR (11% wide),,2,144
CONFIPET,Confidence Petroleum India Limited,25.0,100.0,True,True,"promoter pledge 41.4% (> 10%) — the lender, not the promoter, decides when this stock gets sold",Hyper-growth + Momentum,price,82.4800033569336,CONFIRMED,100.0,8,6.6,9.2,1.31,False,2703.0,19.762,13902.0,20.0,0.0,False,4.24,71.88,2.5xATR (13% wide),,2,145
TEMBO,Tembo Global Industries Limited,25.0,100.0,True,True,"promoter pledge 40.6% (> 10%) — the lender, not the promoter, decides when this stock gets sold; share capital up 73% in 3 years — serial issuance dilutes every rupee of future earnings",Hyper-growth,price,58.470001220703125,WATCH,60.3,3,30.1,4.9,1.1,False,1042.0,11.641,4996.0,20.0,0.04,False,2.6,51.97,2.5xATR (11% wide),,2,146
GRMOVER,GRM Overseas Limited,25.0,100.0,True,True,share capital up 242% in 3 years — serial issuance dilutes every rupee of future earnings,Hyper-growth,price,87.52999877929688,BROKEN,0.5,0,52.8,-11.0,0.4,False,1801.0,9.901,7554.0,20.0,0.0,False,2.7,80.78,2.5xATR (8% wide),promoter sold 5.1 pts in 4 quarters,2,147
PATELENG,Patel Engineering Limited,25.0,100.0,True,True,"promoter pledge 86.6% (> 10%) — the lender, not the promoter, decides when this stock gets sold",Deleveraging,price,27.280000686645508,WATCH,39.4,1,36.2,-1.5,0.5,False,2780.0,8.237,8021.0,20.0,0.0,False,0.78,25.33,2.5xATR (7% wide),promoter sold 4.6 pts in 4 quarters,2,148
EASEMYTRIP,Easy Trip Planners Limited,25.0,100.0,True,True,share capital up 109% in 3 years — serial issuance dilutes every rupee of future earnings,Deleveraging,price,6.0,BROKEN,8.5,0,43.4,-23.8,0.45,False,2439.0,7.04,7795.0,20.0,0.0,False,0.15,5.62,2.5xATR (6% wide),Rs6.0 share price — the tick alone is 0.2% of the price | promoter sold 4.2 pts in 4 quarters,2,149
MCLOUD,Magellanic Cloud Limited,25.0,100.0,True,True,"promoter pledge 46.8% (> 10%) — the lender, not the promoter, decides when this stock gets sold",,price,26.290000915527344,WATCH,18.8,2,69.8,7.3,0.5,False,1575.0,6.562,5508.0,20.0,0.0,False,1.45,22.67,2.5xATR (14% wide),promoter sold 4.3 pts in 4 quarters,2,150
SEPC,SEPC Limited,25.0,100.0,True,True,"promoter pledge 79.4% (> 10%) — the lender, not the promoter, decides when this stock gets sold; promoter holding only 11.67% and institutions hold just 14.9% — nobody with size is accountable for this company",Hyper-growth,price,5.380000114440918,BROKEN,1.5,0,60.8,-19.1,0.69,False,1042.0,6.301,6187.0,20.0,0.0,False,0.25,4.76,2.5xATR (12% wide),Rs5.4 share price — the tick alone is 0.2% of the price | promoter sold 15.7 pts in 4 quarters,2,151
WANBURY,Wanbury Limited,25.0,100.0,True,True,"promoter pledge 62.2% (> 10%) — the lender, not the promoter, decides when this stock gets sold",,mcap,246.1999969482422,WATCH,41.7,4,31.4,-4.6,0.98,False,887.0,5.804,5082.0,20.0,0.0,False,9.06,223.55,2.5xATR (9% wide),,2,152
IRISDOREME,Iris Clothings Limited,25.0,100.0,True,True,share capital up 138% in 3 years — serial issuance dilutes every rupee of future earnings,Hyper-growth,price,63.58000183105469,EXTENDED,99.5,8,0.9,76.5,2.43,False,1113.0,5.544,3442.0,20.0,0.0,False,2.3,57.83,2.5xATR (9% wide),,2,153
UTKARSHBNK,Utkarsh Small Finance Bank Limited,25.0,100.0,True,True,share capital up 99% in 3 years — serial issuance dilutes every rupee of future earnings,,price,14.5600004196167,WATCH,45.2,5,35.5,12.9,0.82,False,2676.0,5.463,5443.0,20.0,0.0,False,0.44,13.46,2.5xATR (8% wide),promoter sold 26.2 pts in 4 quarters,2,154
NITCO,Nitco Limited,25.0,100.0,True,True,"promoter pledge 67.1% (> 10%) — the lender, not the promoter, decides when this stock gets sold; share capital up 235% in 3 years — serial issuance dilutes every rupee of future earnings",Hyper-growth + Deleveraging,price,96.0999984741211,WATCH,73.9,6,23.7,-1.0,1.17,False,2436.0,5.147,4530.0,20.0,0.0,False,4.0,86.1,2.5xATR (10% wide),,2,155
JYOTISTRUC,Jyoti Structures Limited,25.0,100.0,True,True,share capital up 88% in 3 years — serial issuance dilutes every rupee of future earnings,Hyper-growth,price,10.020000457763672,WATCH,15.1,1,42.5,-22.3,0.57,False,1200.0,4.907,3975.0,20.0,0.0,False,0.33,9.2,2.5xATR (8% wide),,2,156
JISLJALEQS,Jain Irrigation Systems Limited,25.0,100.0,True,True,"promoter pledge 40.8% (> 10%) — the lender, not the promoter, decides when this stock gets sold",,price,30.8700008392334,BROKEN,14.6,1,47.7,0.0,1.12,False,2053.0,4.837,6178.0,20.0,0.0,False,1.21,27.85,2.5xATR (10% wide),,2,157
ONEPOINT,One Point One Solutions Limited,25.0,100.0,True,True,"promoter pledge 36.0% (> 10%) — the lender, not the promoter, decides when this stock gets sold",Hyper-growth + Momentum,price,57.0099983215332,CONFIRMED,83.9,8,13.4,5.6,0.7,False,1431.0,4.259,4580.0,20.0,0.0,False,1.62,52.96,2.5xATR (7% wide),,2,158
DENTA,Denta Water and Infra Solutions Limited,25.0,100.0,True,True,share capital up 440% in 3 years — serial issuance dilutes every rupee of future earnings,,mcap,275.3500061035156,WATCH,47.2,1,42.6,13.0,0.35,False,733.0,4.156,3737.0,20.0,0.0,False,9.67,251.18,2.5xATR (9% wide),,2,159
HITECH,Hi-Tech Pipes Limited,25.0,100.0,True,True,share capital up 54% in 3 years — serial issuance dilutes every rupee of future earnings,Hyper-growth,price,75.7699966430664,WATCH,34.2,0,40.6,-12.2,1.09,False,1605.0,3.864,3685.0,20.0,0.0,False,2.64,69.17,2.5xATR (9% wide),,2,160
FISCHER,Fischer Medical Ventures Limited,25.0,100.0,True,True,share capital up 38135% in 3 years — serial issuance dilutes every rupee of future earnings,Hyper-growth,price,36.040000915527344,BROKEN,7.5,0,71.1,15.5,0.53,False,2426.0,3.303,2658.0,20.0,0.0,False,1.65,31.92,2.5xATR (11% wide),,2,161
REGAAL,Regaal Resources Limited,25.0,100.0,True,True,share capital up 410% in 3 years — serial issuance dilutes every rupee of future earnings,Momentum,price+mcap,88.51000213623047,CONFIRMED,65.3,8,22.2,6.0,1.71,False,908.0,3.153,2770.0,20.0,0.0,False,5.09,75.79,2.5xATR (14% wide),,2,162
SMCGLOBAL,SMC Global Securities Limited,25.0,100.0,True,True,share capital up 100% in 3 years — serial issuance dilutes every rupee of future earnings,,price,81.25,WATCH,75.9,7,14.4,23.1,0.77,False,1640.0,2.923,1822.0,20.0,0.0,False,2.1,76.0,2.5xATR (6% wide),,2,163
MSPL,MSP Steel & Power Limited,25.0,100.0,True,True,"promoter pledge 63.5% (> 10%) — the lender, not the promoter, decides when this stock gets sold",Deleveraging,price,35.400001525878906,WATCH,72.4,5,23.2,-12.1,0.37,False,1904.0,2.773,3265.0,10.0,0.0,False,1.4,31.9,2.5xATR (10% wide),,2,164
BLKASHYAP,B. L. Kashyap and Sons Limited,25.0,100.0,True,True,"promoter pledge 94.4% (> 10%) — the lender, not the promoter, decides when this stock gets sold",,price,59.34000015258789,WATCH,63.3,7,18.7,9.6,1.52,False,1248.0,2.757,1964.0,20.0,0.0,False,2.97,51.92,2.5xATR (13% wide),,2,165
KECL,Kirloskar Electric Company Limited,25.0,100.0,True,True,"promoter pledge 75.3% (> 10%) — the lender, not the promoter, decides when this stock gets sold",,mcap,126.41000366210938,WATCH,86.4,7,18.4,22.0,1.7,False,814.0,2.716,3462.0,10.0,0.04,False,5.48,112.71,2.5xATR (11% wide),,2,166
SCODATUBES,Scoda Tubes Limited,25.0,100.0,True,True,share capital up 5900% in 3 years — serial issuance dilutes every rupee of future earnings,,mcap,135.02000427246094,BROKEN,44.7,0,28.1,8.3,0.6,False,773.0,2.284,2303.0,20.0,0.0,False,4.86,122.87,2.5xATR (9% wide),,2,167
UGROCAP,Ugro Capital Limited,25.0,70.0,True,True,promoter holding only 2.88% and institutions hold just 7.3% — nobody with size is accountable for this company,,price,86.3499984741211,BROKEN,3.5,0,55.1,-8.9,0.73,False,1354.0,2.264,2512.0,20.0,0.0,False,2.59,79.87,2.5xATR (7% wide),,2,168
ZEEMEDIA,Zee Media Corporation Limited,25.0,100.0,True,True,promoter holding only 9.04% and institutions hold just 23.9% — nobody with size is accountable for this company,Deleveraging,price+mcap,8.220000267028809,WATCH,31.2,0,38.0,-3.0,2.82,False,566.0,2.195,3064.0,10.0,0.08,False,0.47,7.05,2.5xATR (14% wide),Rs8.2 share price — the tick alone is 0.1% of the price | hit its circuit on 8% of recent sessions — a stop cannot fill in a locked market,2,169
ZUARI,Zuari Agro Chemicals Limited,25.0,100.0,True,True,"promoter pledge 27.6% (> 10%) — the lender, not the promoter, decides when this stock gets sold",Deleveraging,mcap,225.55999755859372,WATCH,29.1,0,34.7,4.9,0.61,False,979.0,2.146,2573.0,20.0,0.0,False,7.39,207.08,2.5xATR (8% wide),,2,170
ROTO,Roto Pumps Limited,25.0,100.0,True,True,share capital up 533% in 3 years — serial issuance dilutes every rupee of future earnings,Deleveraging,price,65.02999877929688,WATCH,58.8,5,24.0,5.9,0.13,False,1181.0,1.76,2355.0,20.0,0.0,False,1.99,60.05,2.5xATR (8% wide),,2,171
HARDWYN,Hardwyn India Limited,25.0,100.0,True,True,share capital up 88% in 3 years — serial issuance dilutes every rupee of future earnings,,price+mcap,9.130000114440918,BROKEN,23.6,1,54.8,-48.3,0.29,False,616.0,1.72,1433.0,20.0,0.0,False,0.44,8.03,2.5xATR (12% wide),Rs9.1 share price — the tick alone is 0.1% of the price,2,172
PATELRMART,Patel Retail Limited,25.0,100.0,True,True,share capital up 725% in 3 years — serial issuance dilutes every rupee of future earnings,Hyper-growth,mcap,218.32000732421875,YOUNG,69.3,6,18.9,3.9,0.59,False,778.0,1.712,2034.0,20.0,0.0,False,8.82,196.27,2.5xATR (10% wide),,2,173
IITL,Industrial Investment Trust Limited,25.0,90.0,True,True,"trailing sales only Rs-4.0 Cr — a listed entity, not an operating business",,mcap,146.39999389648438,WATCH,59.3,3,32.2,7.1,1.04,False,358.0,1.69,1053.0,20.0,0.04,False,8.08,126.2,2.5xATR (14% wide),,2,174
GREENPOWER,Orient Green Power Company Limited,25.0,100.0,True,True,"promoter pledge 100.0% (> 10%) — the lender, not the promoter, decides when this stock gets sold; share capital up 56% in 3 years — serial issuance dilutes every rupee of future earnings",Deleveraging,price,9.279999732971191,BROKEN,28.1,0,37.8,-17.6,0.52,False,1078.0,1.672,3463.0,20.0,0.0,False,0.23,8.7,2.5xATR (6% wide),Rs9.3 share price — the tick alone is 0.1% of the price,2,175
DHANBANK,Dhanlaxmi Bank Limited,25.0,100.0,True,True,share capital up 56% in 3 years — serial issuance dilutes every rupee of future earnings,,price,31.86000061035156,WATCH,84.9,7,13.5,-3.7,0.36,False,1264.0,1.671,2005.0,20.0,0.0,False,0.92,29.56,2.5xATR (7% wide),,2,176
INDOFARM,Indo Farm Equipment Limited,25.0,100.0,True,True,share capital up 153% in 3 years — serial issuance dilutes every rupee of future earnings,Deleveraging,mcap,134.02999877929688,BROKEN,26.1,0,50.7,1.3,0.3,False,670.0,1.635,2030.0,20.0,0.0,False,4.55,122.65,2.5xATR (8% wide),,2,177
SILGO,Silgo Retail Limited,25.0,100.0,True,True,"promoter pledge 38.6% (> 10%) — the lender, not the promoter, decides when this stock gets sold",,price+mcap,69.97000122070312,WATCH,56.8,3,18.8,-9.0,0.56,False,232.0,1.411,1092.0,20.0,0.0,False,2.74,63.12,2.5xATR (10% wide),promoter sold 14.8 pts in 4 quarters,2,178
GEMAROMA,Gem Aromatics Limited,25.0,100.0,True,True,share capital up 400% in 3 years — serial issuance dilutes every rupee of future earnings,,mcap,161.5,YOUNG,6.5,2,49.1,-2.3,0.25,False,880.0,1.411,1491.0,20.0,0.0,False,6.19,146.03,2.5xATR (10% wide),,2,179
SALASAR,Salasar Techno Engineering Limited,25.0,100.0,True,True,share capital up 447% in 3 years — serial issuance dilutes every rupee of future earnings,,price,5.199999809265137,BROKEN,4.5,0,52.7,-23.8,1.12,False,1037.0,1.404,2490.0,20.0,0.0,False,0.24,4.6,2.5xATR (12% wide),Rs5.2 share price — the tick alone is 0.2% of the price | promoter sold 3.5 pts in 4 quarters,2,180
STEELXIND,STEEL EXCHANGE INDIA LIMITED,25.0,70.0,True,True,"promoter pledge 100.0% (> 10%) — the lender, not the promoter, decides when this stock gets sold",,price,11.34000015258789,WATCH,89.4,7,18.7,-5.2,0.64,False,1356.0,1.335,2070.0,20.0,0.0,False,0.43,10.27,2.5xATR (9% wide),promoter sold 1.1 pts in 4 quarters,2,181
MTNL,Mahanagar Telephone Nigam Limited,25.0,100.0,True,True,negative net worth (Rs-29960 Cr) — accumulated losses have eaten the equity; recovery requires dilution,,price,26.549999237060547,BROKEN,20.1,0,42.8,-11.9,0.69,False,1709.0,1.287,2346.0,20.0,0.0,False,0.71,24.77,2.5xATR (7% wide),,2,182
ECOSMOBLTY,Ecos (India) Mobility & Hospitality Limited,25.0,100.0,True,True,share capital up 19900% in 3 years — serial issuance dilutes every rupee of future earnings,Deleveraging,mcap,113.54000091552734,BROKEN,1.0,0,61.5,-10.0,0.55,False,685.0,1.283,1366.0,20.0,0.0,False,4.22,102.99,2.5xATR (9% wide),,2,183
THOMASCOTT,Thomas Scott (India) Limited,25.0,100.0,True,True,share capital up 150% in 3 years — serial issuance dilutes every rupee of future earnings,Hyper-growth,mcap,262.75,BROKEN,24.6,1,42.9,1.3,2.12,False,405.0,1.175,1680.0,20.0,0.0,False,11.89,233.03,2.5xATR (11% wide),,2,184
STANLEY,Stanley Lifestyles Limited,25.0,100.0,True,True,share capital up 57% in 3 years — serial issuance dilutes every rupee of future earnings,,mcap,135.47999572753906,BROKEN,5.5,0,57.7,-5.4,0.36,False,773.0,1.057,2259.0,20.0,0.0,False,3.81,125.95,2.5xATR (7% wide),,2,185
KRYSTAL,Krystal Integrated Services Limited,25.0,100.0,True,True,share capital up 133% in 3 years — serial issuance dilutes every rupee of future earnings,Momentum,mcap,654.5999755859375,CONFIRMED,64.6,8,10.3,13.0,2.2,False,899.0,0.994,606.0,20.0,0.0,False,30.97,577.17,2.5xATR (12% wide),,2,186
MEIL,Mangal Electrical Industries Limited,25.0,100.0,True,True,share capital up 100% in 3 years — serial issuance dilutes every rupee of future earnings,Deleveraging,mcap,285.1000061035156,YOUNG,43.2,2,50.3,-9.8,2.15,False,829.0,0.917,1187.0,20.0,0.0,False,13.87,250.43,2.5xATR (12% wide),,2,187
MANBA,Manba Finance Limited,25.0,100.0,True,True,share capital up 285% in 3 years — serial issuance dilutes every rupee of future earnings,Hyper-growth,mcap,128.9499969482422,WATCH,62.1,5,16.3,9.1,0.47,False,653.0,0.853,847.0,20.0,0.0,False,3.41,120.42,2.5xATR (7% wide),,2,188
LANCORHOL,Lancor Holdings Limited,25.0,100.0,True,True,share capital up 88% in 3 years — serial issuance dilutes every rupee of future earnings,,price+mcap,40.34999847412109,EXTENDED,96.0,7,1.3,64.6,3.17,False,251.0,0.828,2732.0,20.0,0.0,False,2.78,33.4,2.5xATR (17% wide),no institutional holder — nothing independent has verified these accounts,2,189
MUFTI,Credo Brands Marketing Limited,25.0,100.0,True,True,share capital up 333% in 3 years — serial issuance dilutes every rupee of future earnings,,price+mcap,75.2300033569336,BROKEN,16.6,0,42.4,-14.8,0.74,False,490.0,0.711,1310.0,20.0,0.0,False,2.4,69.23,2.5xATR (8% wide),,2,190
JITFINFRA,JITF Infralogistics Limited,25.0,100.0,True,True,negative net worth (Rs-513 Cr) — accumulated losses have eaten the equity; recovery requires dilution,,mcap,304.5,WATCH,48.2,4,36.3,2.4,0.74,False,806.0,0.687,850.0,10.0,0.0,False,12.78,272.55,2.5xATR (10% wide),,2,191
BORANA,Borana Weaves Limited,25.0,100.0,True,True,share capital up 67400% in 3 years — serial issuance dilutes every rupee of future earnings,Hyper-growth,mcap,307.6000061035156,WATCH,66.8,3,26.8,-4.0,0.56,False,847.0,0.685,666.0,20.0,0.0,False,10.33,281.78,2.5xATR (8% wide),,2,192
PAKKA,PAKKA LIMITED,25.0,100.0,True,True,"promoter pledge 76.9% (> 10%) — the lender, not the promoter, decides when this stock gets sold",Turnaround (margin-confirmed),price+mcap,73.70999908447266,BROKEN,6.0,0,58.8,-9.0,2.58,False,374.0,0.663,2366.0,20.0,0.04,False,4.9,61.46,2.5xATR (17% wide),promoter sold 2.4 pts in 4 quarters,2,193
