date,equity
2024-07-29,3470128.417155453
2024-07-30,3482403.222788998
2024-07-31,3476938.908488461
2024-08-01,3456057.3834945643
2024-08-02,3469968.71482391
2024-08-05,3364967.7374984706
2024-08-06,3344276.858637997
2024-08-07,3408289.931040951
2024-08-08,3394127.864115902
2024-08-09,3405449.1765396083
2024-08-12,3448717.0108482325
2024-08-13,3436456.9271690333
2024-08-14,3424249.550399014
2024-08-16,3508543.1197349513
2024-08-19,3543979.6998741115
2024-08-20,3538560.117659756
2024-08-21,3564222.7643010784
2024-08-22,3589451.796222465
2024-08-23,3604326.506305473
2024-08-26,3587902.2088811565
2024-08-27,3597958.1724431682
2024-08-28,3607844.601642387
2024-08-29,3590062.655902641
2024-08-30,3631187.9201848675
2024-09-02,3608315.4315984417
2024-09-03,3610903.976215141
2024-09-04,3615778.0222901446
2024-09-05,3624707.023571883
2024-09-06,3614786.4410523516
2024-09-09,3578785.4362916094
2024-09-10,3577509.1174744708
2024-09-11,3570618.284130965
2024-09-12,3565371.974011336
2024-09-13,3597042.3659791094
2024-09-16,3586887.0121583086
2024-09-17,3573775.173535262
2024-09-18,3579405.616894637
2024-09-19,3565623.9898194415
2024-09-20,3622492.1045742547
2024-09-23,3682341.4294643914
2024-09-24,3694891.6364956414
2024-09-25,3718168.362213458
2024-09-26,3680325.9588931454
2024-09-27,3686675.438385333
2024-09-30,3661543.464569415
2024-10-01,3679965.6244422877
2024-10-03,3652601.1913673365
2024-10-04,3653072.903800198
2024-10-07,3540529.001517483
2024-10-08,3603185.274527737
2024-10-09,3651333.8165809596
2024-10-10,3685893.0508338893
2024-10-11,3755379.5162269557
2024-10-14,3797313.0656654323
2024-10-15,3857241.837027737
2024-10-16,3864465.069937893
2024-10-17,3809219.550772854
2024-10-18,3792759.124564358
2024-10-21,3761645.8821937526
2024-10-22,3704415.556266018
2024-10-23,3742495.1036903346
2024-10-24,3715484.5915443385
2024-10-25,3689704.7235023463
2024-10-28,3703306.9856483424
2024-10-29,3716114.0622474635
2024-10-30,3740364.219779202
2024-10-31,3834169.78545303
2024-11-01,3840923.102286526
2024-11-04,3835957.0064002955
2024-11-05,3872781.3848792994
2024-11-06,3870077.7746498073
2024-11-07,3869599.185111233
2024-11-08,3867289.545584866
2024-11-11,3880734.3375770533
2024-11-12,3848256.201590725
2024-11-13,3748287.3421241725
2024-11-14,3764455.337546536
2024-11-18,3799019.0381690944
2024-11-19,3808328.222861477
2024-11-21,3805899.141867825
2024-11-22,3827765.4901344264
2024-11-25,3864992.9472267115
2024-11-26,3859363.248191067
2024-11-27,3882076.247031399
2024-11-28,3922171.842795559
2024-11-29,3953056.816489407
2024-12-02,3994295.558371731
2024-12-03,4014061.4112159694
2024-12-04,4052457.5960914576
2024-12-05,4068031.8382179225
