symbol,industry,index_source,turnover_cr,rs_blend_raw,rs_improving,stage,last_close,rs_pctile,tag
SAMHI,Consumer Services,microcap250,12.4,0.925,True,1,177.66000366210938,27.28013029315961,WATCH
NAUKRI,Consumer Services,midcap150,353.11,0.921,True,1,1165.5,26.058631921824105,ANTICIPATION
SURYAROSNI,Capital Goods,microcap250,13.23,0.908,True,1,237.9499969482422,25.2442996742671,WATCH
CRISIL,Financial Services,midcap150,38.8,0.902,True,1,4347.2001953125,24.429967426710096,WATCH
CONCORDBIO,Healthcare,smallcap250,13.52,0.888,True,1,1248.5,21.416938110749186,WATCH
COFORGE,Information Technology,midcap150,455.28,0.888,True,1,1484.699951171875,21.416938110749186,WATCH
JYOTICNC,Capital Goods,smallcap250,68.74,0.887,True,1,795.0499877929688,21.091205211726386,WATCH
BECTORFOOD,Fast Moving Consumer Goods,microcap250,275.29,0.887,True,1,206.6300048828125,21.091205211726386,WATCH
TEXRAIL,Capital Goods,microcap250,33.1,0.852,True,1,110.08000183105467,16.693811074918568,WATCH
ABREL,Realty,smallcap250,25.28,0.843,True,1,1374.199951171875,15.553745928338763,WATCH
SONATSOFTW,Information Technology,smallcap250,124.75,0.831,True,1,288.1000061035156,15.146579804560261,WATCH
EMBDL,Realty,microcap250,16.7,0.822,True,1,61.209999084472656,14.332247557003258,WATCH
ROUTE,Telecommunication,microcap250,119.92,0.815,True,1,568.5499877929688,12.785016286644952,WATCH
COHANCE,Healthcare,smallcap250,29.57,0.803,True,1,417.1000061035156,11.319218241042345,WATCH
HEXT,Information Technology,midcap150,82.96,0.761,True,1,551.8499755859375,6.840390879478828,WATCH
MAPMYINDIA,Information Technology,smallcap250,137.5,0.754,True,1,1117.0999755859375,5.863192182410423,WATCH
